# NEST version: 3.5
# RecordingBackendASCII version: 2
sender	time_ms	V_m
5501	500.000	-60.273
5502	500.000	-55.513
5503	500.000	-58.973
5504	500.000	-50.337
5505	500.000	-53.796
5506	500.000	-56.838
5507	500.000	-62.187
5508	500.000	-57.639
5509	500.000	-52.422
5510	500.000	-62.015
5511	500.000	-58.025
5512	500.000	-61.010
5513	500.000	-57.151
5514	500.000	-58.898
5515	500.000	-54.082
5516	500.000	-58.809
5517	500.000	-53.686
5518	500.000	-56.214
5519	500.000	-53.894
5520	500.000	-57.881
5521	500.000	-58.487
5522	500.000	-52.987
5523	500.000	-56.293
5524	500.000	-59.758
5525	500.000	-59.822
5526	500.000	-53.460
5527	500.000	-61.299
5528	500.000	-58.691
5529	500.000	-60.783
5530	500.000	-52.915
5531	500.000	-62.667
5532	500.000	-57.025
5533	500.000	-55.335
5534	500.000	-60.239
5535	500.000	-54.693
5536	500.000	-57.832
5537	500.000	-58.446
5538	500.000	-57.613
5539	500.000	-59.812
5540	500.000	-55.902
5541	500.000	-57.210
5542	500.000	-54.947
5543	500.000	-53.393
5544	500.000	-53.489
5545	500.000	-53.840
5546	500.000	-56.309
5547	500.000	-51.227
5548	500.000	-59.120
5549	500.000	-58.679
5550	500.000	-58.517
5551	500.000	-58.673
5552	500.000	-55.250
5553	500.000	-53.059
5554	500.000	-58.005
5555	500.000	-60.989
5556	500.000	-57.190
5557	500.000	-58.402
5558	500.000	-54.278
5559	500.000	-64.706
5560	500.000	-59.700
5561	500.000	-54.193
5562	500.000	-58.252
5563	500.000	-58.627
5564	500.000	-60.485
5565	500.000	-61.323
5566	500.000	-59.932
5567	500.000	-59.970
5568	500.000	-57.325
5569	500.000	-55.482
5570	500.000	-64.465
5571	500.000	-61.909
5572	500.000	-55.756
5573	500.000	-58.245
5574	500.000	-52.749
5575	500.000	-56.618
5576	500.000	-59.807
5577	500.000	-52.812
5578	500.000	-58.836
5579	500.000	-60.087
5580	500.000	-54.448
5581	500.000	-54.930
5582	500.000	-57.497
5583	500.000	-50.688
5584	500.000	-50.337
5585	500.000	-54.505
5586	500.000	-65.240
5587	500.000	-58.761
5588	500.000	-56.636
5589	500.000	-57.193
5590	500.000	-54.074
5591	500.000	-63.131
5592	500.000	-56.135
5593	500.000	-60.259
5594	500.000	-59.371
5595	500.000	-58.454
5596	500.000	-61.439
5597	500.000	-56.487
5598	500.000	-52.367
5599	500.000	-63.979
5600	500.000	-65.262
5601	500.000	-58.258
5602	500.000	-56.421
5603	500.000	-50.878
5604	500.000	-62.059
5605	500.000	-54.972
5606	500.000	-57.680
5607	500.000	-57.556
5608	500.000	-54.273
5609	500.000	-56.167
5610	500.000	-58.822
5611	500.000	-52.847
5612	500.000	-52.514
5613	500.000	-55.623
5614	500.000	-60.356
5615	500.000	-54.403
5616	500.000	-60.709
5617	500.000	-52.280
5618	500.000	-54.830
5619	500.000	-57.617
5620	500.000	-55.113
5621	500.000	-54.631
5622	500.000	-58.765
5623	500.000	-53.952
5624	500.000	-59.243
5625	500.000	-55.578
5626	500.000	-56.130
5627	500.000	-62.825
5628	500.000	-57.949
5629	500.000	-60.228
5630	500.000	-60.350
5631	500.000	-53.352
5632	500.000	-56.884
5633	500.000	-59.490
5634	500.000	-63.791
5635	500.000	-52.235
5636	500.000	-57.643
5637	500.000	-53.458
5638	500.000	-58.245
5639	500.000	-55.540
5640	500.000	-54.108
5641	500.000	-56.816
5642	500.000	-52.572
5643	500.000	-57.134
5644	500.000	-56.075
5645	500.000	-59.312
5646	500.000	-56.198
5647	500.000	-57.093
5648	500.000	-58.583
5649	500.000	-56.127
5650	500.000	-57.754
5651	500.000	-57.625
5652	500.000	-57.737
5653	500.000	-56.758
5654	500.000	-57.517
5655	500.000	-55.478
5656	500.000	-54.855
5657	500.000	-54.050
5658	500.000	-54.820
5659	500.000	-57.997
5660	500.000	-51.750
5661	500.000	-61.867
5662	500.000	-58.767
5663	500.000	-54.923
5664	500.000	-57.283
5665	500.000	-56.147
5666	500.000	-55.542
5667	500.000	-51.287
5668	500.000	-62.005
5669	500.000	-56.930
5670	500.000	-60.965
5671	500.000	-57.466
5672	500.000	-59.185
5673	500.000	-53.951
5674	500.000	-54.044
5675	500.000	-58.580
5676	500.000	-53.337
5677	500.000	-63.722
5678	500.000	-51.203
5679	500.000	-56.397
5680	500.000	-53.552
5681	500.000	-52.141
5682	500.000	-57.245
5683	500.000	-60.863
5684	500.000	-57.507
5685	500.000	-58.506
5686	500.000	-55.610
5687	500.000	-52.376
5688	500.000	-53.707
5689	500.000	-56.792
5690	500.000	-55.918
5691	500.000	-54.270
5692	500.000	-52.871
5693	500.000	-56.859
5694	500.000	-59.620
5695	500.000	-62.708
5696	500.000	-57.109
5697	500.000	-55.341
5698	500.000	-56.196
5699	500.000	-60.120
5700	500.000	-52.477
5701	500.000	-55.751
5702	500.000	-56.612
5703	500.000	-60.380
5704	500.000	-55.607
5705	500.000	-57.013
5706	500.000	-58.107
5707	500.000	-58.079
5708	500.000	-59.136
5709	500.000	-54.333
5710	500.000	-57.255
5711	500.000	-62.325
5712	500.000	-54.295
5713	500.000	-56.508
5714	500.000	-55.997
5715	500.000	-58.052
5716	500.000	-53.159
5717	500.000	-67.158
5718	500.000	-59.932
5719	500.000	-60.999
5720	500.000	-55.773
5721	500.000	-51.028
5722	500.000	-56.561
5723	500.000	-56.608
5724	500.000	-56.967
5725	500.000	-56.677
5726	500.000	-55.126
5727	500.000	-61.036
5728	500.000	-54.950
5729	500.000	-55.335
5730	500.000	-57.752
5731	500.000	-55.367
5732	500.000	-55.485
5733	500.000	-57.971
5734	500.000	-54.751
5735	500.000	-58.951
5736	500.000	-55.167
5737	500.000	-51.769
5738	500.000	-57.644
5739	500.000	-61.575
5740	500.000	-52.771
5741	500.000	-57.062
5742	500.000	-57.002
5743	500.000	-56.678
5744	500.000	-58.107
5745	500.000	-57.519
5746	500.000	-58.929
5747	500.000	-61.443
5748	500.000	-64.890
5749	500.000	-53.958
5750	500.000	-56.546
5751	500.000	-50.811
5752	500.000	-62.819
5753	500.000	-60.186
5754	500.000	-53.219
5755	500.000	-53.970
5756	500.000	-57.164
5757	500.000	-55.730
5758	500.000	-50.907
5759	500.000	-51.961
5760	500.000	-54.721
5761	500.000	-61.616
5762	500.000	-53.937
5763	500.000	-56.497
5764	500.000	-57.080
5765	500.000	-55.609
5766	500.000	-53.825
5767	500.000	-56.767
5768	500.000	-53.805
5769	500.000	-56.843
5770	500.000	-66.752
5771	500.000	-56.056
5772	500.000	-57.505
5773	500.000	-58.756
5774	500.000	-53.936
5775	500.000	-55.208
5776	500.000	-54.020
5777	500.000	-53.129
5778	500.000	-55.976
5779	500.000	-54.755
5780	500.000	-53.829
5781	500.000	-54.621
5782	500.000	-53.956
5783	500.000	-56.527
5784	500.000	-61.349
5785	500.000	-63.240
5786	500.000	-60.846
5787	500.000	-55.557
5788	500.000	-60.121
5789	500.000	-56.082
5790	500.000	-55.206
5791	500.000	-56.247
5792	500.000	-55.276
5793	500.000	-63.678
5794	500.000	-56.379
5795	500.000	-53.995
5796	500.000	-61.218
5797	500.000	-57.134
5798	500.000	-54.927
5799	500.000	-55.007
5800	500.000	-53.729
5801	500.000	-61.057
5802	500.000	-58.934
5803	500.000	-53.508
5804	500.000	-54.337
5805	500.000	-50.618
5806	500.000	-54.473
5807	500.000	-58.299
5808	500.000	-52.764
5809	500.000	-51.988
5810	500.000	-57.488
5811	500.000	-62.839
5812	500.000	-56.609
5813	500.000	-52.756
5814	500.000	-54.718
5815	500.000	-52.887
5816	500.000	-56.145
5817	500.000	-61.712
5818	500.000	-55.686
5819	500.000	-55.022
5820	500.000	-54.943
5821	500.000	-60.408
5822	500.000	-63.302
5823	500.000	-59.753
5824	500.000	-54.907
5825	500.000	-58.521
5826	500.000	-56.009
5827	500.000	-55.966
5828	500.000	-65.000
5829	500.000	-57.667
5830	500.000	-61.267
5831	500.000	-55.991
5832	500.000	-52.566
5833	500.000	-58.376
5834	500.000	-51.619
5835	500.000	-65.000
5836	500.000	-52.802
5837	500.000	-58.696
5838	500.000	-56.854
5839	500.000	-59.271
5840	500.000	-58.915
5841	500.000	-60.032
5842	500.000	-52.649
5843	500.000	-55.563
5844	500.000	-55.641
5845	500.000	-59.971
5846	500.000	-58.014
5847	500.000	-73.906
5848	500.000	-59.698
5849	500.000	-60.483
5850	500.000	-51.184
5851	500.000	-58.172
5852	500.000	-58.574
5853	500.000	-57.539
5854	500.000	-61.696
5855	500.000	-50.260
5856	500.000	-54.024
5857	500.000	-55.739
5858	500.000	-61.584
5859	500.000	-60.411
5860	500.000	-57.898
5861	500.000	-53.972
5862	500.000	-62.008
5863	500.000	-58.657
5864	500.000	-50.976
5865	500.000	-53.285
5866	500.000	-60.698
5867	500.000	-52.063
5868	500.000	-60.206
5869	500.000	-51.119
5870	500.000	-51.179
5871	500.000	-54.289
5872	500.000	-57.790
5873	500.000	-51.938
5874	500.000	-59.204
5875	500.000	-56.757
5876	500.000	-56.673
5392	501.000	-55.177
5393	501.000	-53.969
5394	501.000	-55.954
5395	501.000	-54.185
5396	501.000	-54.621
5397	501.000	-55.588
5398	501.000	-56.481
5399	501.000	-60.021
5400	501.000	-60.592
5401	501.000	-55.614
5402	501.000	-59.903
5403	501.000	-56.098
5404	501.000	-61.612
5405	501.000	-52.880
5406	501.000	-53.757
5407	501.000	-56.874
5408	501.000	-55.755
5409	501.000	-59.378
5410	501.000	-61.514
5411	501.000	-55.103
5412	501.000	-53.425
5413	501.000	-59.568
5414	501.000	-56.647
5415	501.000	-52.967
5416	501.000	-58.587
5417	501.000	-52.766
5418	501.000	-56.722
5419	501.000	-55.245
5420	501.000	-56.681
5421	501.000	-56.621
5422	501.000	-58.399
5423	501.000	-57.355
5424	501.000	-51.655
5425	501.000	-54.979
5426	501.000	-61.569
5427	501.000	-50.813
5428	501.000	-53.746
5429	501.000	-58.044
5430	501.000	-58.934
5431	501.000	-61.261
5432	501.000	-57.021
5433	501.000	-57.476
5434	501.000	-52.833
5435	501.000	-57.916
5436	501.000	-55.298
5437	501.000	-62.935
5438	501.000	-60.317
5439	501.000	-53.772
5440	501.000	-57.525
5441	501.000	-55.561
5442	501.000	-57.740
5443	501.000	-56.725
5444	501.000	-58.415
5445	501.000	-55.362
5446	501.000	-55.428
5447	501.000	-55.550
5448	501.000	-58.809
5449	501.000	-56.050
5450	501.000	-59.515
5451	501.000	-53.415
5452	501.000	-58.368
5453	501.000	-52.971
5454	501.000	-58.403
5455	501.000	-60.428
5456	501.000	-54.262
5457	501.000	-57.066
5458	501.000	-52.266
5459	501.000	-52.856
5460	501.000	-53.535
5461	501.000	-54.305
5462	501.000	-54.675
5463	501.000	-52.975
5464	501.000	-55.013
5465	501.000	-56.776
5466	501.000	-55.749
5467	501.000	-55.903
5468	501.000	-54.845
5469	501.000	-57.903
5470	501.000	-58.827
5471	501.000	-57.197
5472	501.000	-61.320
5473	501.000	-51.353
5474	501.000	-51.245
5475	501.000	-51.051
5476	501.000	-54.055
5477	501.000	-57.013
5478	501.000	-54.430
5479	501.000	-55.208
5480	501.000	-55.446
5481	501.000	-56.709
5482	501.000	-56.230
5483	501.000	-56.573
5484	501.000	-55.784
5485	501.000	-57.946
5486	501.000	-56.790
5487	501.000	-60.313
5488	501.000	-61.699
5489	501.000	-60.854
5490	501.000	-56.858
5491	501.000	-52.684
5492	501.000	-56.410
5493	501.000	-59.470
5494	501.000	-57.526
5495	501.000	-62.210
5496	501.000	-55.152
5497	501.000	-55.195
5498	501.000	-56.781
5499	501.000	-50.388
5500	501.000	-55.660
5501	501.000	-59.687
5502	501.000	-55.008
5503	501.000	-56.837
5504	501.000	-50.534
5505	501.000	-53.071
5506	501.000	-56.880
5507	501.000	-61.775
5508	501.000	-57.827
5509	501.000	-52.243
5510	501.000	-60.981
5511	501.000	-57.270
5512	501.000	-59.944
5513	501.000	-55.515
5514	501.000	-57.869
5515	501.000	-52.792
5516	501.000	-58.350
5517	501.000	-52.494
5518	501.000	-55.924
5519	501.000	-52.962
5520	501.000	-57.444
5521	501.000	-57.835
5522	501.000	-53.174
5523	501.000	-53.636
5524	501.000	-58.437
5525	501.000	-58.211
5526	501.000	-52.548
5527	501.000	-61.057
5528	501.000	-58.457
5529	501.000	-60.323
5530	501.000	-52.100
5531	501.000	-60.497
5532	501.000	-56.344
5533	501.000	-54.583
5534	501.000	-59.424
5535	501.000	-54.408
5536	501.000	-57.023
5537	501.000	-57.876
5538	501.000	-55.510
5539	501.000	-58.883
5540	501.000	-56.125
5541	501.000	-55.802
5542	501.000	-54.215
5543	501.000	-51.491
5544	501.000	-51.850
5545	501.000	-52.724
5546	501.000	-55.278
5547	501.000	-51.698
5548	501.000	-58.503
5549	501.000	-57.976
5550	501.000	-56.447
5551	501.000	-58.167
5552	501.000	-54.797
5553	501.000	-53.111
5554	501.000	-56.100
5555	501.000	-60.206
5556	501.000	-56.751
5557	501.000	-57.037
5558	501.000	-54.090
5559	501.000	-63.903
5560	501.000	-58.939
5561	501.000	-53.325
5562	501.000	-57.983
5563	501.000	-57.574
5564	501.000	-59.869
5565	501.000	-60.355
5566	501.000	-58.719
5567	501.000	-58.486
5568	501.000	-56.506
5569	501.000	-55.294
5570	501.000	-64.026
5571	501.000	-60.091
5572	501.000	-54.724
5573	501.000	-59.612
5574	501.000	-52.448
5575	501.000	-56.014
5576	501.000	-58.769
5577	501.000	-54.280
5578	501.000	-58.328
5579	501.000	-58.670
5580	501.000	-53.697
5581	501.000	-54.311
5582	501.000	-57.223
5583	501.000	-65.000
5584	501.000	-65.000
5585	501.000	-53.922
5586	501.000	-63.742
5587	501.000	-57.746
5588	501.000	-57.303
5589	501.000	-57.095
5590	501.000	-54.339
5591	501.000	-60.823
5592	501.000	-56.952
5593	501.000	-59.493
5594	501.000	-58.163
5595	501.000	-58.089
5596	501.000	-60.396
5597	501.000	-55.365
5598	501.000	-52.102
5599	501.000	-61.822
5600	501.000	-64.118
5601	501.000	-56.822
5602	501.000	-55.449
5603	501.000	-50.986
5604	501.000	-61.173
5605	501.000	-54.930
5606	501.000	-56.347
5607	501.000	-57.155
5608	501.000	-53.085
5609	501.000	-56.014
5610	501.000	-57.859
5611	501.000	-52.434
5612	501.000	-53.124
5613	501.000	-54.294
5614	501.000	-58.918
5615	501.000	-53.682
5616	501.000	-59.728
5617	501.000	-51.938
5618	501.000	-54.823
5619	501.000	-57.672
5620	501.000	-55.445
5621	501.000	-54.061
5622	501.000	-57.983
5623	501.000	-52.834
5624	501.000	-58.510
5625	501.000	-55.369
5626	501.000	-55.176
5627	501.000	-61.831
5628	501.000	-57.287
5629	501.000	-59.153
5630	501.000	-59.628
5631	501.000	-52.912
5632	501.000	-55.812
5633	501.000	-58.998
5634	501.000	-63.214
5635	501.000	-51.859
5636	501.000	-55.579
5637	501.000	-52.949
5638	501.000	-57.068
5639	501.000	-55.051
5640	501.000	-51.503
5641	501.000	-58.357
5642	501.000	-52.095
5643	501.000	-57.317
5644	501.000	-56.246
5645	501.000	-58.128
5646	501.000	-56.184
5647	501.000	-56.098
5648	501.000	-56.456
5649	501.000	-55.259
5650	501.000	-57.261
5651	501.000	-56.405
5652	501.000	-57.361
5653	501.000	-56.170
5654	501.000	-56.227
5655	501.000	-55.545
5656	501.000	-54.297
5657	501.000	-52.887
5658	501.000	-53.578
5659	501.000	-57.318
5660	501.000	-51.561
5661	501.000	-60.669
5662	501.000	-58.599
5663	501.000	-52.993
5664	501.000	-56.827
5665	501.000	-54.708
5666	501.000	-54.181
5667	501.000	-51.313
5668	501.000	-61.386
5669	501.000	-56.339
5670	501.000	-58.308
5671	501.000	-56.764
5672	501.000	-58.230
5673	501.000	-53.936
5674	501.000	-54.040
5675	501.000	-58.478
5676	501.000	-53.163
5677	501.000	-62.622
5678	501.000	-50.884
5679	501.000	-56.150
5680	501.000	-53.598
5681	501.000	-51.978
5682	501.000	-56.461
5683	501.000	-60.364
5684	501.000	-56.901
5685	501.000	-57.302
5686	501.000	-54.680
5687	501.000	-51.351
5688	501.000	-53.833
5689	501.000	-56.560
5690	501.000	-55.383
5691	501.000	-54.149
5692	501.000	-51.834
5693	501.000	-55.756
5694	501.000	-59.164
5695	501.000	-62.803
5696	501.000	-55.812
5697	501.000	-55.219
5698	501.000	-55.596
5699	501.000	-58.713
5700	501.000	-52.065
5701	501.000	-55.705
5702	501.000	-55.854
5703	501.000	-59.683
5704	501.000	-55.185
5705	501.000	-56.221
5706	501.000	-57.874
5707	501.000	-57.845
5708	501.000	-59.150
5709	501.000	-54.238
5710	501.000	-56.330
5711	501.000	-62.004
5712	501.000	-54.578
5713	501.000	-56.620
5714	501.000	-55.641
5715	501.000	-56.982
5716	501.000	-53.007
5717	501.000	-64.228
5718	501.000	-59.547
5719	501.000	-59.914
5720	501.000	-54.729
5721	501.000	-50.800
5722	501.000	-56.146
5723	501.000	-55.659
5724	501.000	-56.477
5725	501.000	-56.102
5726	501.000	-55.020
5727	501.000	-59.711
5728	501.000	-54.999
5729	501.000	-54.191
5730	501.000	-57.212
5731	501.000	-55.511
5732	501.000	-54.525
5733	501.000	-58.014
5734	501.000	-54.144
5735	501.000	-57.981
5736	501.000	-54.019
5737	501.000	-51.870
5738	501.000	-57.959
5739	501.000	-60.401
5740	501.000	-51.993
5741	501.000	-56.530
5742	501.000	-56.740
5743	501.000	-56.039
5744	501.000	-56.236
5745	501.000	-58.612
5746	501.000	-57.258
5747	501.000	-60.641
5748	501.000	-62.647
5749	501.000	-54.508
5750	501.000	-56.225
5751	501.000	-50.879
5752	501.000	-61.375
5753	501.000	-57.809
5754	501.000	-53.349
5755	501.000	-53.240
5756	501.000	-55.757
5757	501.000	-55.510
5758	501.000	-51.365
5759	501.000	-51.325
5760	501.000	-53.852
5761	501.000	-60.409
5762	501.000	-53.276
5763	501.000	-55.860
5764	501.000	-56.684
5765	501.000	-55.356
5766	501.000	-52.524
5767	501.000	-55.747
5768	501.000	-52.859
5769	501.000	-56.184
5770	501.000	-63.540
5771	501.000	-55.561
5772	501.000	-56.706
5773	501.000	-57.896
5774	501.000	-53.091
5775	501.000	-53.787
5776	501.000	-54.206
5777	501.000	-53.368
5778	501.000	-55.613
5779	501.000	-54.435
5780	501.000	-54.529
5781	501.000	-54.474
5782	501.000	-52.771
5783	501.000	-55.989
5784	501.000	-59.810
5785	501.000	-61.967
5786	501.000	-58.841
5787	501.000	-54.972
5788	501.000	-58.941
5789	501.000	-55.972
5790	501.000	-54.815
5791	501.000	-56.482
5792	501.000	-57.380
5793	501.000	-63.743
5794	501.000	-55.241
5795	501.000	-54.762
5796	501.000	-60.435
5797	501.000	-56.530
5798	501.000	-54.455
5799	501.000	-56.393
5800	501.000	-52.551
5801	501.000	-60.383
5802	501.000	-58.483
5803	501.000	-53.307
5804	501.000	-54.322
5805	501.000	-50.987
5806	501.000	-53.610
5807	501.000	-57.895
5808	501.000	-53.447
5809	501.000	-52.369
5810	501.000	-56.288
5811	501.000	-62.186
5812	501.000	-56.267
5813	501.000	-53.107
5814	501.000	-54.314
5815	501.000	-52.587
5816	501.000	-55.111
5817	501.000	-60.604
5818	501.000	-54.585
5819	501.000	-54.705
5820	501.000	-54.331
5821	501.000	-59.979
5822	501.000	-62.769
5823	501.000	-59.399
5824	501.000	-54.692
5825	501.000	-57.750
5826	501.000	-56.907
5827	501.000	-54.851
5828	501.000	-65.000
5829	501.000	-56.241
5830	501.000	-60.358
5831	501.000	-55.390
5832	501.000	-52.472
5833	501.000	-56.579
5834	501.000	-51.458
5835	501.000	-65.000
5836	501.000	-52.021
5837	501.000	-58.613
5838	501.000	-56.146
5839	501.000	-58.871
5840	501.000	-57.735
5841	501.000	-59.284
5842	501.000	-53.037
5843	501.000	-54.547
5844	501.000	-54.566
5845	501.000	-59.509
5846	501.000	-57.806
5847	501.000	-73.292
5848	501.000	-58.658
5849	501.000	-59.713
5850	501.000	-51.301
5851	501.000	-57.324
5852	501.000	-57.581
5853	501.000	-55.644
5854	501.000	-60.116
5855	501.000	-65.000
5856	501.000	-54.077
5857	501.000	-56.081
5858	501.000	-60.244
5859	501.000	-59.801
5860	501.000	-57.461
5861	501.000	-54.014
5862	501.000	-61.373
5863	501.000	-58.275
5864	501.000	-50.059
5865	501.000	-52.802
5866	501.000	-59.760
5867	501.000	-51.822
5868	501.000	-59.315
5869	501.000	-52.027
5870	501.000	-50.371
5871	501.000	-53.101
5872	501.000	-57.146
5873	501.000	-52.589
5874	501.000	-58.439
5875	501.000	-55.959
5876	501.000	-55.820
5392	502.000	-56.571
5393	502.000	-53.875
5394	502.000	-55.313
5395	502.000	-54.721
5396	502.000	-56.916
5397	502.000	-56.535
5398	502.000	-55.492
5399	502.000	-59.474
5400	502.000	-58.212
5401	502.000	-55.428
5402	502.000	-59.648
5403	502.000	-56.397
5404	502.000	-59.900
5405	502.000	-53.746
5406	502.000	-51.904
5407	502.000	-55.530
5408	502.000	-55.760
5409	502.000	-56.962
5410	502.000	-61.651
5411	502.000	-53.934
5412	502.000	-52.945
5413	502.000	-58.409
5414	502.000	-56.655
5415	502.000	-55.512
5416	502.000	-57.411
5417	502.000	-51.867
5418	502.000	-56.310
5419	502.000	-54.415
5420	502.000	-56.134
5421	502.000	-55.428
5422	502.000	-58.303
5423	502.000	-56.754
5424	502.000	-51.435
5425	502.000	-54.572
5426	502.000	-60.927
5427	502.000	-50.328
5428	502.000	-53.215
5429	502.000	-56.890
5430	502.000	-58.659
5431	502.000	-61.022
5432	502.000	-56.506
5433	502.000	-57.682
5434	502.000	-52.290
5435	502.000	-57.423
5436	502.000	-55.727
5437	502.000	-62.753
5438	502.000	-60.200
5439	502.000	-53.641
5440	502.000	-58.507
5441	502.000	-57.279
5442	502.000	-58.087
5443	502.000	-55.864
5444	502.000	-57.835
5445	502.000	-56.719
5446	502.000	-53.951
5447	502.000	-54.594
5448	502.000	-56.920
5449	502.000	-55.047
5450	502.000	-58.344
5451	502.000	-54.548
5452	502.000	-57.643
5453	502.000	-53.670
5454	502.000	-57.743
5455	502.000	-59.908
5456	502.000	-52.903
5457	502.000	-57.083
5458	502.000	-53.123
5459	502.000	-54.601
5460	502.000	-54.361
5461	502.000	-53.000
5462	502.000	-53.929
5463	502.000	-52.228
5464	502.000	-54.928
5465	502.000	-55.822
5466	502.000	-54.207
5467	502.000	-54.941
5468	502.000	-54.541
5469	502.000	-55.879
5470	502.000	-58.583
5471	502.000	-57.158
5472	502.000	-59.939
5473	502.000	-51.313
5474	502.000	-65.000
5475	502.000	-65.000
5476	502.000	-55.007
5477	502.000	-55.657
5478	502.000	-53.823
5479	502.000	-55.416
5480	502.000	-57.901
5481	502.000	-56.813
5482	502.000	-55.694
5483	502.000	-56.114
5484	502.000	-58.151
5485	502.000	-57.696
5486	502.000	-56.128
5487	502.000	-58.318
5488	502.000	-61.598
5489	502.000	-59.784
5490	502.000	-55.187
5491	502.000	-52.420
5492	502.000	-55.219
5493	502.000	-58.653
5494	502.000	-57.451
5495	502.000	-61.683
5496	502.000	-54.914
5497	502.000	-55.032
5498	502.000	-56.938
5499	502.000	-65.000
5500	502.000	-54.438
5501	502.000	-58.208
5502	502.000	-56.101
5503	502.000	-56.693
5504	502.000	-50.520
5505	502.000	-53.390
5506	502.000	-57.145
5507	502.000	-62.333
5508	502.000	-58.032
5509	502.000	-52.094
5510	502.000	-60.169
5511	502.000	-55.291
5512	502.000	-59.648
5513	502.000	-54.474
5514	502.000	-56.023
5515	502.000	-53.653
5516	502.000	-57.307
5517	502.000	-54.046
5518	502.000	-55.418
5519	502.000	-52.305
5520	502.000	-56.897
5521	502.000	-59.824
5522	502.000	-52.596
5523	502.000	-54.014
5524	502.000	-58.050
5525	502.000	-57.965
5526	502.000	-51.858
5527	502.000	-60.087
5528	502.000	-57.264
5529	502.000	-60.789
5530	502.000	-52.317
5531	502.000	-60.076
5532	502.000	-55.839
5533	502.000	-55.566
5534	502.000	-58.161
5535	502.000	-54.872
5536	502.000	-56.830
5537	502.000	-57.623
5538	502.000	-54.424
5539	502.000	-57.210
5540	502.000	-56.405
5541	502.000	-54.311
5542	502.000	-53.244
5543	502.000	-51.466
5544	502.000	-51.853
5545	502.000	-52.225
5546	502.000	-54.745
5547	502.000	-52.442
5548	502.000	-57.512
5549	502.000	-59.107
5550	502.000	-55.947
5551	502.000	-57.350
5552	502.000	-56.365
5553	502.000	-52.289
5554	502.000	-55.186
5555	502.000	-58.868
5556	502.000	-55.337
5557	502.000	-54.825
5558	502.000	-55.023
5559	502.000	-61.636
5560	502.000	-58.126
5561	502.000	-54.227
5562	502.000	-57.340
5563	502.000	-56.095
5564	502.000	-58.901
5565	502.000	-61.160
5566	502.000	-58.223
5567	502.000	-58.553
5568	502.000	-57.482
5569	502.000	-54.587
5570	502.000	-63.207
5571	502.000	-59.576
5572	502.000	-54.449
5573	502.000	-60.147
5574	502.000	-51.641
5575	502.000	-54.705
5576	502.000	-58.562
5577	502.000	-56.474
5578	502.000	-59.351
5579	502.000	-58.294
5580	502.000	-53.012
5581	502.000	-53.499
