cellid,time,type,Layer
4381,785.8,inh,0
4831,785.8,inh,0
4591,786.2,inh,0
5011,788.9,inh,0
4611,794.6,inh,0
4201,795.5,inh,0
4411,796.2,inh,0
4451,796.2,inh,0
4741,796.8,inh,0
4371,797.4,inh,0
4471,797.8,inh,0
5031,797.9,inh,0
4571,798.4,inh,0
4321,798.8,inh,0
4791,805.4,inh,0
4801,806.7,inh,0
4271,807.5,inh,0
4911,808.3,inh,0
5121,808.8,inh,0
4261,810.0,inh,0
5291,810.3,inh,0
4511,811.7,inh,0
5041,811.8,inh,0
4371,813.4,inh,0
4381,815.5,inh,0
4611,815.6,inh,0
4631,821.3,inh,0
4491,821.5,inh,0
4991,821.7,inh,0
4821,821.8,inh,0
4161,821.9,inh,0
4411,822.3,inh,0
4831,822.5,inh,0
5211,822.5,inh,0
4241,822.6,inh,0
4541,825.0,inh,0
4201,831.9,inh,0
4801,834.1,inh,0
4681,834.5,inh,0
4511,834.6,inh,0
4371,834.8,inh,0
4661,835.4,inh,0
5121,835.7,inh,0
4551,835.8,inh,0
4831,835.9,inh,0
5281,836.4,inh,0
4471,841.6,inh,0
4861,843.8,inh,0
5231,845.2,inh,0
5051,845.6,inh,0
5121,845.9,inh,0
4611,846.1,inh,0
4591,846.6,inh,0
4981,846.7,inh,0
4571,848.1,inh,0
4261,851.7,inh,0
4741,853.6,inh,0
4241,854.9,inh,0
4511,857.5,inh,0
4141,858.4,inh,0
5101,858.8,inh,0
4471,859.4,inh,0
5061,859.4,inh,0
4801,860.2,inh,0
5151,862.4,inh,0
4851,865.5,inh,0
4621,866.3,inh,0
4201,866.5,inh,0
4371,868.0,inh,0
4251,868.1,inh,0
4381,868.5,inh,0
4321,871.2,inh,0
4261,871.7,inh,0
4431,873.9,inh,0
4301,874.1,inh,0
4861,880.4,inh,0
4451,880.9,inh,0
4611,881.0,inh,0
4201,881.9,inh,0
4741,881.9,inh,0
4341,882.2,inh,0
4691,882.2,inh,0
4751,882.2,inh,0
5231,882.4,inh,0
4421,882.7,inh,0
5041,882.9,inh,0
5051,883.1,inh,0
4381,883.7,inh,0
4411,883.8,inh,0
4701,884.3,inh,0
5121,884.5,inh,0
5291,884.7,inh,0
4891,884.8,inh,0
4471,885.1,inh,0
5181,885.1,inh,0
4801,885.2,inh,0
4591,886.7,inh,0
4511,895.0,inh,0
4551,895.7,inh,0
4381,895.8,inh,0
4231,895.9,inh,0
4601,896.1,inh,0
4851,896.1,inh,0
5121,896.2,inh,0
4681,896.4,inh,0
5041,896.6,inh,0
4811,896.7,inh,0
4881,897.0,inh,0
5231,897.6,inh,0
5291,898.3,inh,0
4961,899.7,inh,0
4611,900.9,inh,0
5101,907.5,inh,0
4201,908.5,inh,0
4451,909.3,inh,0
4591,910.0,inh,0
4831,910.4,inh,0
5011,910.5,inh,0
4471,910.8,inh,0
4691,913.7,inh,0
4421,914.1,inh,0
4411,917.4,inh,0
4511,917.4,inh,0
4371,917.7,inh,0
4681,917.8,inh,0
4381,921.0,inh,0
5041,921.4,inh,0
5291,922.5,inh,0
4261,922.6,inh,0
4611,922.6,inh,0
4971,925.5,inh,0
5281,928.0,inh,0
5031,928.7,inh,0
5121,929.0,inh,0
4631,932.5,inh,0
4801,934.9,inh,0
4411,935.7,inh,0
4261,936.2,inh,0
4591,938.5,inh,0
5181,939.1,inh,0
4931,941.9,inh,0
4511,943.1,inh,0
5271,944.1,inh,0
4501,944.3,inh,0
4381,944.5,inh,0
4451,945.3,inh,0
4531,945.8,inh,0
4611,946.7,inh,0
4851,953.2,inh,0
4991,954.9,inh,0
4961,955.5,inh,0
5121,955.7,inh,0
4521,955.9,inh,0
5291,958.6,inh,0
5221,958.7,inh,0
4911,958.8,inh,0
4201,959.0,inh,0
4411,960.3,inh,0
4381,960.5,inh,0
4371,960.7,inh,0
4321,961.9,inh,0
5041,966.1,inh,0
4261,967.3,inh,0
4681,968.0,inh,0
5101,969.9,inh,0
4741,972.2,inh,0
4591,979.2,inh,0
4431,979.6,inh,0
4891,979.7,inh,0
5121,980.0,inh,0
4801,980.6,inh,0
4531,980.7,inh,0
4631,980.9,inh,0
4141,981.1,inh,0
4731,981.1,inh,0
4371,981.3,inh,0
4511,982.4,inh,0
4411,983.7,inh,0
4831,984.1,inh,0
4381,991.0,inh,0
4451,991.3,inh,0
5051,992.2,inh,0
5101,992.9,inh,0
4491,993.1,inh,0
4601,993.3,inh,0
4681,993.3,inh,0
4471,993.5,inh,0
4411,993.9,inh,0
5011,993.9,inh,0
4611,994.4,inh,0
4511,994.9,inh,0
4671,1002.5,inh,0
4881,1002.5,inh,0
4861,1006.0,inh,0
4371,1006.3,inh,0
4531,1006.3,inh,0
4511,1006.5,inh,0
5001,1006.8,inh,0
4321,1006.9,inh,0
4981,1006.9,inh,0
5121,1007.1,inh,0
4801,1007.2,inh,0
4611,1007.3,inh,0
5281,1007.4,inh,0
5111,1007.5,inh,0
4991,1007.8,inh,0
5031,1007.9,inh,0
4791,1011.6,inh,0
4241,1011.7,inh,0
4201,1017.8,inh,0
4561,1018.5,inh,0
4151,1019.1,inh,0
4741,1020.0,inh,0
4801,1020.5,inh,0
4591,1022.0,inh,0
4681,1022.0,inh,0
4311,1022.5,inh,0
4971,1023.2,inh,0
4831,1027.1,inh,0
4601,1027.5,inh,0
4431,1027.8,inh,0
4301,1030.8,inh,0
4261,1033.3,inh,0
4451,1033.6,inh,0
5241,1033.8,inh,0
4371,1035.0,inh,0
4571,1035.1,inh,0
5281,1035.3,inh,0
4471,1036.1,inh,0
4931,1036.3,inh,0
4411,1037.9,inh,0
5181,1041.2,inh,0
4141,1044.0,inh,0
4801,1044.3,inh,0
4511,1045.3,inh,0
5121,1045.5,inh,0
4531,1045.7,inh,0
4981,1048.4,inh,0
4491,1051.0,inh,0
4321,1052.3,inh,0
4271,1053.4,inh,0
4741,1053.4,inh,0
4381,1054.7,inh,0
4521,1055.2,inh,0
4171,1056.2,inh,0
4311,1056.7,inh,0
4261,1056.8,inh,0
4371,1057.2,inh,0
4691,1057.3,inh,0
4611,1057.4,inh,0
4501,1058.3,inh,0
4451,1058.5,inh,0
5281,1060.6,inh,0
4831,1066.5,inh,0
4911,1067.8,inh,0
4471,1068.8,inh,0
5251,1069.3,inh,0
4371,1069.6,inh,0
4531,1069.8,inh,0
4321,1069.9,inh,0
5121,1070.2,inh,0
4271,1070.6,inh,0
5291,1070.7,inh,0
4991,1072.4,inh,0
4261,1073.7,inh,0
4981,1074.5,inh,0
4611,1075.3,inh,0
4671,1075.3,inh,0
4891,1081.1,inh,0
4841,1081.3,inh,0
4861,1083.5,inh,0
5291,1084.2,inh,0
4381,1086.0,inh,0
4821,1091.2,inh,0
4371,1091.6,inh,0
4591,1092.0,inh,0
5051,1092.9,inh,0
5101,1092.9,inh,0
4601,1093.1,inh,0
5181,1094.9,inh,0
4411,1096.7,inh,0
4541,1099.3,inh,0
4241,1100.7,inh,0
5231,1102.9,inh,0
4141,1104.2,inh,0
4581,1104.2,inh,0
4691,1104.3,inh,0
4201,1104.5,inh,0
4511,1106.3,inh,0
5211,1106.3,inh,0
4491,1107.6,inh,0
4561,1109.5,inh,0
4531,1113.3,inh,0
4681,1115.2,inh,0
4381,1116.2,inh,0
5281,1116.3,inh,0
4261,1116.4,inh,0
4861,1116.4,inh,0
4911,1116.5,inh,0
4371,1116.6,inh,0
5221,1117.2,inh,0
4611,1117.3,inh,0
4471,1117.9,inh,0
4411,1119.1,inh,0
4801,1126.4,inh,0
4511,1126.8,inh,0
4911,1127.7,inh,0
4621,1128.2,inh,0
4991,1128.2,inh,0
4551,1130.1,inh,0
4981,1131.1,inh,0
4531,1131.8,inh,0
4381,1137.5,inh,0
4531,1143.5,inh,0
4641,1145.2,inh,0
5121,1145.3,inh,0
4471,1147.6,inh,0
4601,1148.4,inh,0
5291,1148.5,inh,0
4261,1153.1,inh,0
4371,1154.9,inh,0
4381,1158.1,inh,0
5031,1159.3,inh,0
4471,1160.9,inh,0
5041,1165.6,inh,0
4801,1166.7,inh,0
5181,1166.7,inh,0
4361,1167.5,inh,0
4591,1167.8,inh,0
5141,1168.0,inh,0
4831,1168.1,inh,0
4791,1168.9,inh,0
4651,1169.8,inh,0
5121,1170.1,inh,0
4741,1170.2,inh,0
5291,1170.6,inh,0
4611,1170.8,inh,0
4981,1174.7,inh,0
4231,1179.6,inh,0
4511,1179.9,inh,0
4411,1180.0,inh,0
4371,1180.2,inh,0
4491,1180.6,inh,0
4261,1180.9,inh,0
4591,1180.9,inh,0
4381,1181.6,inh,0
4451,1181.8,inh,0
4531,1183.1,inh,0
4611,1185.2,inh,0
4311,1190.1,inh,0
5281,1190.1,inh,0
4161,1191.3,inh,0
4961,1191.6,inh,0
4901,1197.4,inh,0
4261,1203.3,inh,0
4801,1203.3,inh,0
4861,1203.8,inh,0
4961,1205.2,inh,0
4201,1206.8,inh,0
4741,1206.9,inh,0
5121,1209.4,inh,0
4411,1211.8,inh,0
4991,1215.6,inh,0
4831,1216.0,inh,0
4681,1216.4,inh,0
4511,1216.6,inh,0
4381,1218.5,inh,0
4431,1219.7,inh,0
4271,1222.5,inh,0
5291,1225.6,inh,0
4321,1225.9,inh,0
4411,1226.2,inh,0
4801,1228.0,inh,0
5231,1228.2,inh,0
4611,1230.1,inh,0
4161,1231.3,inh,0
4771,1231.5,inh,0
4871,1232.3,inh,0
4201,1232.4,inh,0
4971,1233.8,inh,0
4841,1237.2,inh,0
4991,1238.0,inh,0
4411,1239.3,inh,0
4891,1240.0,inh,0
4961,1240.4,inh,0
4371,1241.8,inh,0
4431,1242.2,inh,0
4861,1242.2,inh,0
5001,1242.5,inh,0
5181,1248.3,inh,0
5051,1248.4,inh,0
4611,1253.2,inh,0
4231,1253.8,inh,0
4511,1253.8,inh,0
4261,1254.9,inh,0
5181,1257.1,inh,0
5121,1257.6,inh,0
4801,1258.0,inh,0
4671,1263.2,inh,0
4471,1264.5,inh,0
4371,1265.0,inh,0
5231,1265.1,inh,0
5281,1265.4,inh,0
4611,1265.7,inh,0
4711,1266.4,inh,0
4851,1266.5,inh,0
4201,1266.6,inh,0
4381,1266.6,inh,0
4751,1273.1,inh,0
4361,1274.2,inh,0
4411,1275.0,inh,0
4991,1275.8,inh,0
4631,1277.2,inh,0
4381,1279.2,inh,0
4611,1280.2,inh,0
4591,1280.3,inh,0
4371,1281.6,inh,0
5031,1285.8,inh,0
4531,1288.0,inh,0
4611,1289.0,inh,0
4961,1289.6,inh,0
4511,1290.1,inh,0
4691,1290.1,inh,0
4381,1292.3,inh,0
5171,1296.1,inh,0
4981,1297.9,inh,0
4601,1299.7,inh,0
4791,1299.7,inh,0
4801,1301.0,inh,0
4701,1301.9,inh,0
5181,1302.0,inh,0
5121,1302.3,inh,0
5291,1302.9,inh,0
4611,1304.7,inh,0
4261,1305.8,inh,0
4321,1307.2,inh,0
4851,1307.6,inh,0
4301,1307.7,inh,0
5041,1309.3,inh,0
4881,1311.1,inh,0
4371,1312.0,inh,0
4861,1312.0,inh,0
5231,1312.3,inh,0
5251,1313.3,inh,0
5291,1313.6,inh,0
4201,1314.6,inh,0
4801,1317.6,inh,0
4381,1318.9,inh,0
4611,1319.1,inh,0
4961,1321.7,inh,0
4321,1324.7,inh,0
5271,1325.7,inh,0
5281,1326.1,inh,0
4681,1331.2,inh,0
4411,1333.4,inh,0
4981,1335.8,inh,0
5101,1336.0,inh,0
4201,1336.1,inh,0
4381,1336.2,inh,0
4511,1336.4,inh,0
4801,1336.6,inh,0
4531,1336.8,inh,0
5061,1337.0,inh,0
4521,1337.3,inh,0
4941,1337.4,inh,0
5071,1337.7,inh,0
4271,1338.0,inh,0
4471,1339.7,inh,0
4591,1341.4,inh,0
4741,1346.2,inh,0
4431,1347.0,inh,0
4371,1347.3,inh,0
4831,1348.1,inh,0
4621,1348.4,inh,0
4511,1349.2,inh,0
5181,1350.8,inh,0
4611,1351.4,inh,0
4411,1355.8,inh,0
4451,1357.1,inh,0
5161,1357.9,inh,0
4471,1358.2,inh,0
4161,1358.6,inh,0
4741,1359.6,inh,0
4261,1360.2,inh,0
4551,1360.9,inh,0
5201,1361.1,inh,0
4381,1361.2,inh,0
4801,1362.8,inh,0
4611,1364.5,inh,0
4491,1365.3,inh,0
5031,1368.4,inh,0
5051,1368.6,inh,0
5221,1369.0,inh,0
5291,1369.5,inh,0
4261,1370.3,inh,0
4681,1371.0,inh,0
4911,1371.8,inh,0
4271,1372.0,inh,0
4991,1372.0,inh,0
4451,1373.5,inh,0
4471,1374.7,inh,0
5181,1381.6,inh,0
4321,1382.2,inh,0
4801,1382.2,inh,0
4521,1382.7,inh,0
4771,1382.8,inh,0
5111,1384.6,inh,0
4201,1384.7,inh,0
4261,1384.7,inh,0
4591,1384.7,inh,0
4501,1385.0,inh,0
5101,1385.2,inh,0
4511,1386.0,inh,0
4381,1393.7,inh,0
4411,1395.2,inh,0
4321,1395.4,inh,0
4741,1395.5,inh,0
4371,1396.4,inh,0
4471,1397.1,inh,0
4511,1397.2,inh,0
4671,1397.6,inh,0
4381,1405.0,inh,0
5291,1405.5,inh,0
4241,1405.9,inh,0
4371,1406.7,inh,0
4521,1406.7,inh,0
4531,1406.8,inh,0
4801,1406.8,inh,0
4611,1407.3,inh,0
4541,1408.1,inh,0
4981,1408.2,inh,0
4621,1408.7,inh,0
4511,1409.6,inh,0
4831,1413.8,inh,0
5121,1415.2,inh,0
4691,1416.9,inh,0
4411,1418.9,inh,0
4601,1418.9,inh,0
4381,1419.3,inh,0
4261,1420.4,inh,0
4171,1429.6,inh,0
4491,1429.7,inh,0
4351,1430.5,inh,0
4611,1430.6,inh,0
4631,1430.7,inh,0
5181,1431.1,inh,0
4791,1432.7,inh,0
4451,1433.5,inh,0
4961,1435.6,inh,0
4311,1437.8,inh,0
4411,1438.1,inh,0
4511,1438.2,inh,0
4161,1438.3,inh,0
4711,1440.6,inh,0
4611,1441.5,inh,0
5121,1446.8,inh,0
4541,1447.0,inh,0
4261,1448.0,inh,0
4271,1451.2,inh,0
5161,1452.2,inh,0
4451,1454.6,inh,0
5181,1457.7,inh,0
4741,1461.1,inh,0
4571,1462.3,inh,0
4791,1462.3,inh,0
4821,1462.4,inh,0
4611,1462.7,inh,0
4371,1462.8,inh,0
4471,1463.0,inh,0
4801,1463.7,inh,0
4411,1464.2,inh,0
5291,1464.8,inh,0
4601,1466.6,inh,0
4991,1467.3,inh,0
4581,1468.5,inh,0
4511,1468.9,inh,0
5041,1469.4,inh,0
4531,1472.2,inh,0
4621,1473.2,inh,0
5101,1475.8,inh,0
5291,1477.6,inh,0
4301,1478.1,inh,0
4561,1478.3,inh,0
4821,1479.5,inh,0
4541,1481.0,inh,0
4991,1481.0,inh,0
4371,1484.7,inh,0
4451,1485.3,inh,0
4831,1487.0,inh,0
5181,1488.8,inh,0
4801,1490.7,inh,0
4601,1492.8,inh,0
5151,1493.3,inh,0
4321,1494.8,inh,0
4261,1497.1,inh,0
4671,1497.1,inh,0
4741,1497.4,inh,0
4471,1497.5,inh,0
4311,1497.6,inh,0
4411,1498.7,inh,0
4611,1499.5,inh,0
4342,12.2,inh,0
4212,12.9,inh,0
4882,21.1,inh,0
4452,23.1,inh,0
5012,28.9,inh,0
5092,31.1,inh,0
4142,31.2,inh,0
4842,33.1,inh,0
5262,33.9,inh,0
4612,35.1,inh,0
4322,36.9,inh,0
4992,40.5,inh,0
4272,41.3,inh,0
4622,45.9,inh,0
5002,46.1,inh,0
5292,46.1,inh,0
4312,48.1,inh,0
4762,49.0,inh,0
4412,49.1,inh,0
4742,55.3,inh,0
5082,58.1,inh,0
4962,62.9,inh,0
5162,63.3,inh,0
4572,63.7,inh,0
4822,73.8,inh,0
4492,79.8,inh,0
4522,79.9,inh,0
4812,83.8,inh,0
4592,84.0,inh,0
4462,84.5,inh,0
4622,88.0,inh,0
4972,90.2,inh,0
4982,91.7,inh,0
4882,94.7,inh,0
4662,102.6,inh,0
4892,103.5,inh,0
5302,104.8,inh,0
5282,105.1,inh,0
4142,108.0,inh,0
4652,108.9,inh,0
4532,112.6,inh,0
4662,119.1,inh,0
4242,119.4,inh,0
5242,121.9,inh,0
5132,124.5,inh,0
5022,130.2,inh,0
5152,131.0,inh,0
4232,133.4,inh,0
5012,136.1,inh,0
4612,141.0,inh,0
4242,142.6,inh,0
4582,142.6,inh,0
5042,143.6,inh,0
4632,144.4,inh,0
4652,150.1,inh,0
4592,151.7,inh,0
4292,152.3,inh,0
5292,155.5,inh,0
5252,161.0,inh,0
4962,161.2,inh,0
4902,162.3,inh,0
4842,163.1,inh,0
4722,165.0,inh,0
4192,165.7,inh,0
4982,165.7,inh,0
4852,170.9,inh,0
4632,176.2,inh,0
4532,178.3,inh,0
4932,188.6,inh,0
5052,191.5,inh,0
5192,194.2,inh,0
4342,196.9,inh,0
4582,197.9,inh,0
4592,205.1,inh,0
4722,206.1,inh,0
4892,206.1,inh,0
5182,210.4,inh,0
4142,214.2,inh,0
4292,214.6,inh,0
4512,217.4,inh,0
5092,219.2,inh,0
4452,220.4,inh,0
4632,221.0,inh,0
4832,224.3,inh,0
4332,230.8,inh,0
4342,235.0,inh,0
5142,236.3,inh,0
5012,237.2,inh,0
5272,240.0,inh,0
5122,244.6,inh,0
4962,249.2,inh,0
4802,251.6,inh,0
4982,252.5,inh,0
5072,254.1,inh,0
4652,254.7,inh,0
4892,258.2,inh,0
5012,261.8,inh,0
5292,262.3,inh,0
4512,262.8,inh,0
4812,263.1,inh,0
4852,265.4,inh,0
4412,265.6,inh,0
4542,267.2,inh,0
4762,273.3,inh,0
5082,282.4,inh,0
4422,283.1,inh,0
5152,289.5,inh,0
4822,292.7,inh,0
4612,293.1,inh,0
4652,294.6,inh,0
4572,294.8,inh,0
4192,295.0,inh,0
5292,295.2,inh,0
4392,295.7,inh,0
4582,296.1,inh,0
4492,297.7,inh,0
4742,298.2,inh,0
4452,320.3,inh,0
4812,321.2,inh,0
4962,321.7,inh,0
4542,322.1,inh,0
4442,322.2,inh,0
4552,330.3,inh,0
4492,334.8,inh,0
4762,339.4,inh,0
4732,347.3,inh,0
4612,347.4,inh,0
4772,353.4,inh,0
4572,354.6,inh,0
5152,357.8,inh,0
4512,358.0,inh,0
5042,359.6,inh,0
4812,361.1,inh,0
5012,362.2,inh,0
4912,365.4,inh,0
4902,366.8,inh,0
4532,368.5,inh,0
4442,369.5,inh,0
4632,370.3,inh,0
5222,370.6,inh,0
4142,371.1,inh,0
4212,371.3,inh,0
4842,373.5,inh,0
5172,373.5,inh,0
5022,374.1,inh,0
5072,376.3,inh,0
4972,376.5,inh,0
5272,377.8,inh,0
4612,381.7,inh,0
5232,382.7,inh,0
4812,389.5,inh,0
4192,391.0,inh,0
5192,394.0,inh,0
4342,396.4,inh,0
5272,398.6,inh,0
5202,399.3,inh,0
4272,404.2,inh,0
4982,406.4,inh,0
4612,408.8,inh,0
4402,417.1,inh,0
4322,417.3,inh,0
4622,417.5,inh,0
4662,418.4,inh,0
4892,419.4,inh,0
4482,421.9,inh,0
5102,427.0,inh,0
4712,427.7,inh,0
4282,429.4,inh,0
4142,429.6,inh,0
4532,430.3,inh,0
4602,434.3,inh,0
5132,435.3,inh,0
5042,436.8,inh,0
5302,436.9,inh,0
4812,438.3,inh,0
4842,439.0,inh,0
5182,451.7,inh,0
4962,451.9,inh,0
4362,452.1,inh,0
4572,454.5,inh,0
4492,456.1,inh,0
4302,456.7,inh,0
4292,460.6,inh,0
5272,461.5,inh,0
5102,466.9,inh,0
4622,467.4,inh,0
5262,467.6,inh,0
4782,477.3,inh,0
4962,478.0,inh,0
5212,481.2,inh,0
5082,482.5,inh,0
4402,492.9,inh,0
4862,497.4,inh,0
4742,500.0,inh,0
5132,506.5,inh,0
5112,507.2,inh,0
4812,507.5,inh,0
4492,507.6,inh,0
4582,507.7,inh,0
4372,507.8,inh,0
4842,507.9,inh,0
4252,508.1,inh,0
4192,508.2,inh,0
4922,508.2,inh,0
5162,508.2,inh,0
4662,508.4,inh,0
4702,508.4,inh,0
5182,508.4,inh,0
5272,508.5,inh,0
4592,508.6,inh,0
4692,508.6,inh,0
5072,508.6,inh,0
5172,508.8,inh,0
4802,509.1,inh,0
5242,510.0,inh,0
4392,511.5,inh,0
4652,512.6,inh,0
5252,513.1,inh,0
4982,513.6,inh,0
4512,514.4,inh,0
4772,514.4,inh,0
4582,516.2,inh,0
5042,517.5,inh,0
4492,517.7,inh,0
4852,518.3,inh,0
4972,520.1,inh,0
5242,520.2,inh,0
5172,522.0,inh,0
4662,522.2,inh,0
5072,524.0,inh,0
4812,524.2,inh,0
4962,533.1,inh,0
5042,533.4,inh,0
4402,533.5,inh,0
4652,534.1,inh,0
4142,534.4,inh,0
5182,534.4,inh,0
4592,534.7,inh,0
4742,534.7,inh,0
5012,534.7,inh,0
4272,534.9,inh,0
4692,534.9,inh,0
4302,535.0,inh,0
4642,535.0,inh,0
4982,535.0,inh,0
4192,535.3,inh,0
5192,535.6,inh,0
4322,535.7,inh,0
5102,535.8,inh,0
4612,536.2,inh,0
4552,540.2,inh,0
4522,544.6,inh,0
5272,547.5,inh,0
4192,547.6,inh,0
4312,547.8,inh,0
4812,548.3,inh,0
4822,548.3,inh,0
5212,548.3,inh,0
4612,548.5,inh,0
4962,548.5,inh,0
4322,548.6,inh,0
4712,548.7,inh,0
4302,548.8,inh,0
4252,549.2,inh,0
5012,549.2,inh,0
4142,549.9,inh,0
5172,550.3,inh,0
5302,550.4,inh,0
4672,550.5,inh,0
5132,551.6,inh,0
4902,553.9,inh,0
4552,556.2,inh,0
5192,561.5,inh,0
5272,562.2,inh,0
5012,562.3,inh,0
4142,562.5,inh,0
4462,562.8,inh,0
4282,563.1,inh,0
4832,563.3,inh,0
4892,564.0,inh,0
5132,566.3,inh,0
5182,566.6,inh,0
4442,567.5,inh,0
4782,569.5,inh,0
4972,570.9,inh,0
4492,571.3,inh,0
4452,574.1,inh,0
4982,574.1,inh,0
4142,574.5,inh,0
4812,574.8,inh,0
4272,574.9,inh,0
4792,577.1,inh,0
4402,577.5,inh,0
5272,583.4,inh,0
4372,583.6,inh,0
4572,583.6,inh,0
5242,584.0,inh,0
4212,584.5,inh,0
5042,584.9,inh,0
4852,585.6,inh,0
5012,586.1,inh,0
4512,586.2,inh,0
4272,586.7,inh,0
4892,586.9,inh,0
4762,587.3,inh,0
5112,588.3,inh,0
4142,588.4,inh,0
4262,589.1,inh,0
4692,589.3,inh,0
4632,593.7,inh,0
4812,597.4,inh,0
4982,598.0,inh,0
5272,598.4,inh,0
4962,598.6,inh,0
4722,598.7,inh,0
5192,599.0,inh,0
4282,599.4,inh,0
4642,599.4,inh,0
4182,599.5,inh,0
5232,599.7,inh,0
5292,599.8,inh,0
4142,600.0,inh,0
4842,600.0,inh,0
4402,600.3,inh,0
5022,600.4,inh,0
4392,600.9,inh,0
4272,601.4,inh,0
4692,601.6,inh,0
4652,603.4,inh,0
4612,604.6,inh,0
4572,608.3,inh,0
5012,609.1,inh,0
4262,610.5,inh,0
4962,612.6,inh,0
4512,613.1,inh,0
4422,613.3,inh,0
5132,614.8,inh,0
5282,615.7,inh,0
4982,619.1,inh,0
4142,623.4,inh,0
4212,623.8,inh,0
5272,624.3,inh,0
5302,624.5,inh,0
4372,625.4,inh,0
4192,625.9,inh,0
4942,625.9,inh,0
5202,626.0,inh,0
4162,626.2,inh,0
4512,626.3,inh,0
5012,626.5,inh,0
5112,626.6,inh,0
5192,627.0,inh,0
5092,628.1,inh,0
4962,628.2,inh,0
4612,628.9,inh,0
4442,633.2,inh,0
4522,633.7,inh,0
4632,633.8,inh,0
4492,634.7,inh,0
4352,635.0,inh,0
5042,636.1,inh,0
5082,636.3,inh,0
5242,636.3,inh,0
4302,636.5,inh,0
4712,636.5,inh,0
4252,636.7,inh,0
4322,637.0,inh,0
4612,637.1,inh,0
4582,637.6,inh,0
5132,638.0,inh,0
4142,642.5,inh,0
4382,644.9,inh,0
4842,648.5,inh,0
5182,649.0,inh,0
4492,649.1,inh,0
5012,649.3,inh,0
4372,649.4,inh,0
5272,649.5,inh,0
4962,650.5,inh,0
4662,650.7,inh,0
4282,651.1,inh,0
5242,651.1,inh,0
5262,651.1,inh,0
4972,651.2,inh,0
4142,651.6,inh,0
4612,651.6,inh,0
5102,651.9,inh,0
4862,653.8,inh,0
4852,658.8,inh,0
5122,659.6,inh,0
4902,659.7,inh,0
5292,661.6,inh,0
4462,662.3,inh,0
4642,663.0,inh,0
4382,663.2,inh,0
4812,663.3,inh,0
4632,664.0,inh,0
5182,665.4,inh,0
4722,667.7,inh,0
5012,670.6,inh,0
4512,672.3,inh,0
5192,672.4,inh,0
4272,672.9,inh,0
4892,673.5,inh,0
4962,673.5,inh,0
4342,683.3,inh,0
5242,683.6,inh,0
4492,683.7,inh,0
5022,683.7,inh,0
4412,683.8,inh,0
4252,683.9,inh,0
4282,683.9,inh,0
4842,684.5,inh,0
4962,684.7,inh,0
5302,685.0,inh,0
4512,685.3,inh,0
4832,686.2,inh,0
4642,686.4,inh,0
4142,686.5,inh,0
4982,696.5,inh,0
4652,697.3,inh,0
4392,698.0,inh,0
5022,698.0,inh,0
5192,700.3,inh,0
4192,706.7,inh,0
4802,708.9,inh,0
4272,709.0,inh,0
4292,709.2,inh,0
4322,709.2,inh,0
4962,709.9,inh,0
4342,710.2,inh,0
4762,710.6,inh,0
4462,712.8,inh,0
4522,713.6,inh,0
4612,713.7,inh,0
4492,719.1,inh,0
5042,719.8,inh,0
4312,720.6,inh,0
4612,721.3,inh,0
4142,721.7,inh,0
4512,721.8,inh,0
4652,721.9,inh,0
4252,722.1,inh,0
4262,722.5,inh,0
4982,722.5,inh,0
4842,724.0,inh,0
5072,724.7,inh,0
4492,731.9,inh,0
5192,731.9,inh,0
4782,733.8,inh,0
4372,734.0,inh,0
4762,734.4,inh,0
4582,734.5,inh,0
5242,734.5,inh,0
4652,736.3,inh,0
4322,736.4,inh,0
4692,736.7,inh,0
4282,740.5,inh,0
4632,742.4,inh,0
4982,744.5,inh,0
4772,747.7,inh,0
4142,747.9,inh,0
4462,748.1,inh,0
4812,748.6,inh,0
4712,748.8,inh,0
5012,749.3,inh,0
4962,749.4,inh,0
4972,749.5,inh,0
4702,749.6,inh,0
4512,750.3,inh,0
5202,752.5,inh,0
5242,753.3,inh,0
4612,755.3,inh,0
4252,757.8,inh,0
5122,758.0,inh,0
5292,758.3,inh,0
4492,758.5,inh,0
4152,759.0,inh,0
4722,759.7,inh,0
5182,760.0,inh,0
4482,760.1,inh,0
4962,760.2,inh,0
4212,760.3,inh,0
4372,760.9,inh,0
4622,761.0,inh,0
5112,762.0,inh,0
5042,769.6,inh,0
5132,770.0,inh,0
4402,770.4,inh,0
4762,772.1,inh,0
4962,772.3,inh,0
4822,772.5,inh,0
4832,772.8,inh,0
4632,773.7,inh,0
4462,778.1,inh,0
5252,778.4,inh,0
4142,782.1,inh,0
4982,783.8,inh,0
4312,783.9,inh,0
4882,784.6,inh,0
4252,785.2,inh,0
4812,785.5,inh,0
4842,785.5,inh,0
5232,785.6,inh,0
4592,785.7,inh,0
5132,785.7,inh,0
5022,785.9,inh,0
5172,786.0,inh,0
5262,786.0,inh,0
4192,786.3,inh,0
4322,786.7,inh,0
4492,786.8,inh,0
4162,791.1,inh,0
5272,795.0,inh,0
4632,795.7,inh,0
4962,796.3,inh,0
4812,797.2,inh,0
5192,797.3,inh,0
4552,797.4,inh,0
4512,797.6,inh,0
5012,797.7,inh,0
5242,806.2,inh,0
4492,806.8,inh,0
4142,809.0,inh,0
4632,809.3,inh,0
4302,811.0,inh,0
4672,811.7,inh,0
5022,811.8,inh,0
4712,811.9,inh,0
5132,816.1,inh,0
