cellid,time,type,Layer
4583,1336.2,inh,0
5123,1336.3,inh,0
4913,1337.0,inh,0
4663,1337.2,inh,0
4233,1337.5,inh,0
4673,1337.5,inh,0
4943,1337.5,inh,0
5233,1337.5,inh,0
5253,1337.9,inh,0
5273,1337.9,inh,0
4163,1338.0,inh,0
5003,1338.5,inh,0
4243,1338.8,inh,0
4713,1339.2,inh,0
4393,1341.0,inh,0
4593,1343.9,inh,0
4433,1346.4,inh,0
4833,1347.0,inh,0
4373,1347.6,inh,0
4973,1348.4,inh,0
4863,1348.8,inh,0
4643,1349.3,inh,0
4733,1349.6,inh,0
5163,1350.4,inh,0
4283,1350.6,inh,0
4393,1350.6,inh,0
4693,1351.1,inh,0
4963,1351.4,inh,0
4923,1351.9,inh,0
4223,1353.8,inh,0
4893,1354.0,inh,0
5073,1357.7,inh,0
5273,1357.8,inh,0
4163,1358.3,inh,0
5013,1360.5,inh,0
4753,1361.0,inh,0
4173,1361.6,inh,0
4183,1362.0,inh,0
4973,1362.2,inh,0
4843,1363.7,inh,0
4243,1369.7,inh,0
5153,1370.6,inh,0
4313,1370.8,inh,0
4673,1370.8,inh,0
5233,1371.4,inh,0
4833,1371.5,inh,0
4493,1371.7,inh,0
4543,1371.7,inh,0
4343,1372.2,inh,0
5033,1373.6,inh,0
4993,1373.7,inh,0
4223,1374.0,inh,0
5123,1374.0,inh,0
4663,1374.1,inh,0
4303,1374.2,inh,0
4693,1374.4,inh,0
4353,1376.0,inh,0
5143,1377.1,inh,0
5113,1382.0,inh,0
4163,1382.3,inh,0
4593,1383.6,inh,0
4973,1384.1,inh,0
4993,1384.2,inh,0
4513,1385.2,inh,0
4223,1385.4,inh,0
4623,1386.3,inh,0
5163,1386.3,inh,0
4453,1387.8,inh,0
4253,1388.3,inh,0
4803,1392.3,inh,0
5123,1395.6,inh,0
5273,1396.0,inh,0
4203,1396.5,inh,0
4733,1397.1,inh,0
4153,1397.7,inh,0
4923,1398.6,inh,0
4253,1400.2,inh,0
4223,1401.1,inh,0
5163,1405.2,inh,0
4263,1406.2,inh,0
4973,1406.5,inh,0
4703,1406.6,inh,0
5263,1406.6,inh,0
4163,1406.7,inh,0
4363,1406.9,inh,0
5253,1407.2,inh,0
4383,1407.4,inh,0
4613,1407.4,inh,0
4723,1407.5,inh,0
4843,1408.2,inh,0
5003,1408.2,inh,0
4463,1408.4,inh,0
4963,1416.6,inh,0
4163,1417.7,inh,0
4373,1417.9,inh,0
4893,1418.5,inh,0
4153,1418.7,inh,0
4393,1418.9,inh,0
4693,1419.1,inh,0
4253,1419.9,inh,0
5273,1420.2,inh,0
4593,1421.5,inh,0
4203,1423.4,inh,0
4243,1424.9,inh,0
5283,1425.2,inh,0
4973,1425.6,inh,0
4673,1427.5,inh,0
4223,1429.7,inh,0
5113,1430.1,inh,0
4163,1430.6,inh,0
4923,1431.2,inh,0
4383,1431.4,inh,0
4453,1431.7,inh,0
4183,1432.9,inh,0
4343,1432.9,inh,0
5253,1435.4,inh,0
4623,1435.5,inh,0
4723,1436.3,inh,0
4393,1438.0,inh,0
5123,1438.1,inh,0
4463,1439.0,inh,0
4593,1440.0,inh,0
4973,1440.4,inh,0
4223,1440.8,inh,0
5063,1441.4,inh,0
4153,1441.6,inh,0
5003,1442.9,inh,0
4243,1445.7,inh,0
4483,1446.8,inh,0
4263,1448.2,inh,0
4673,1448.7,inh,0
4543,1449.4,inh,0
4753,1449.7,inh,0
4363,1450.0,inh,0
4913,1450.4,inh,0
4223,1450.8,inh,0
5113,1452.4,inh,0
5273,1453.0,inh,0
5133,1454.9,inh,0
5033,1455.3,inh,0
4303,1455.4,inh,0
4733,1456.8,inh,0
4323,1457.8,inh,0
4453,1462.3,inh,0
4713,1463.1,inh,0
4243,1464.2,inh,0
4613,1464.9,inh,0
4443,1465.6,inh,0
4603,1465.7,inh,0
5253,1466.1,inh,0
4993,1466.3,inh,0
4673,1466.4,inh,0
4753,1467.1,inh,0
5143,1467.4,inh,0
4153,1467.7,inh,0
4723,1470.4,inh,0
4773,1470.5,inh,0
5043,1471.1,inh,0
4223,1471.3,inh,0
4393,1472.8,inh,0
5233,1474.7,inh,0
5113,1475.1,inh,0
5123,1477.5,inh,0
4283,1477.8,inh,0
5183,1478.0,inh,0
4973,1481.4,inh,0
5253,1482.0,inh,0
4543,1485.0,inh,0
4323,1485.1,inh,0
4673,1486.3,inh,0
4913,1486.3,inh,0
4593,1487.2,inh,0
4623,1487.3,inh,0
4893,1487.3,inh,0
4643,1487.4,inh,0
4163,1487.6,inh,0
4933,1488.1,inh,0
4223,1488.6,inh,0
4903,1489.3,inh,0
4253,1490.1,inh,0
5163,1497.2,inh,0
5133,1497.5,inh,0
4383,1497.8,inh,0
4973,1498.0,inh,0
4753,1498.4,inh,0
4393,1498.5,inh,0
4223,1498.8,inh,0
4953,1499.0,inh,0
4543,1499.3,inh,0
4243,1499.7,inh,0
5154,11.3,inh,0
4454,13.7,inh,0
5004,14.5,inh,0
4924,16.3,inh,0
4604,17.3,inh,0
4784,17.6,inh,0
4744,28.1,inh,0
4224,30.2,inh,0
4654,33.0,inh,0
5254,33.1,inh,0
4774,38.0,inh,0
4934,40.9,inh,0
4594,48.9,inh,0
4494,52.2,inh,0
4724,52.6,inh,0
4264,59.8,inh,0
4664,60.5,inh,0
5044,64.7,inh,0
4384,65.3,inh,0
5154,65.3,inh,0
5094,65.5,inh,0
5194,65.5,inh,0
5274,69.8,inh,0
4184,71.9,inh,0
4734,74.2,inh,0
4254,75.9,inh,0
4584,76.4,inh,0
4554,80.6,inh,0
4974,82.3,inh,0
4234,97.5,inh,0
4674,101.7,inh,0
4654,107.3,inh,0
4204,111.4,inh,0
4464,115.4,inh,0
4344,115.7,inh,0
5264,116.2,inh,0
5164,118.5,inh,0
4504,118.8,inh,0
4684,118.9,inh,0
5214,121.6,inh,0
4174,122.1,inh,0
4404,122.4,inh,0
4304,123.9,inh,0
4744,132.0,inh,0
4634,133.7,inh,0
4894,135.0,inh,0
4414,139.9,inh,0
4934,142.1,inh,0
4694,144.1,inh,0
5244,146.2,inh,0
4384,147.1,inh,0
5184,147.3,inh,0
4754,148.5,inh,0
4144,153.1,inh,0
4734,156.8,inh,0
4604,157.0,inh,0
5224,157.0,inh,0
4654,159.1,inh,0
4284,160.2,inh,0
4364,160.9,inh,0
4204,161.3,inh,0
4174,161.8,inh,0
5054,161.9,inh,0
5164,162.1,inh,0
4154,163.7,inh,0
4404,163.9,inh,0
4764,164.0,inh,0
4304,169.6,inh,0
4484,170.1,inh,0
5264,177.7,inh,0
5204,180.0,inh,0
4374,181.3,inh,0
5244,181.6,inh,0
4784,183.9,inh,0
4834,184.8,inh,0
5274,188.2,inh,0
4994,192.7,inh,0
4594,193.3,inh,0
4814,194.4,inh,0
4824,194.6,inh,0
4854,198.1,inh,0
4364,199.5,inh,0
4534,200.7,inh,0
5194,207.2,inh,0
4714,217.5,inh,0
4384,219.4,inh,0
4164,222.3,inh,0
5184,224.0,inh,0
4154,234.0,inh,0
4604,236.8,inh,0
4554,248.8,inh,0
5064,251.6,inh,0
4874,254.2,inh,0
4244,260.8,inh,0
4864,261.8,inh,0
4604,262.4,inh,0
4334,263.5,inh,0
4974,265.1,inh,0
4544,268.3,inh,0
4474,268.4,inh,0
5034,273.2,inh,0
4554,273.6,inh,0
4354,277.4,inh,0
4794,277.4,inh,0
4844,289.0,inh,0
4744,296.9,inh,0
4534,308.0,inh,0
4144,308.6,inh,0
5144,310.1,inh,0
4784,314.6,inh,0
4334,315.9,inh,0
4514,321.4,inh,0
4934,330.3,inh,0
4654,332.1,inh,0
4744,333.4,inh,0
4844,334.3,inh,0
5264,334.4,inh,0
4304,336.1,inh,0
4294,339.0,inh,0
5234,341.1,inh,0
4944,343.1,inh,0
5244,344.1,inh,0
4214,346.3,inh,0
4324,348.1,inh,0
5094,353.8,inh,0
5134,357.5,inh,0
5284,366.4,inh,0
4814,368.4,inh,0
4454,369.3,inh,0
4854,369.3,inh,0
4654,374.5,inh,0
4844,374.7,inh,0
4934,377.2,inh,0
5154,378.9,inh,0
5174,380.0,inh,0
4984,389.9,inh,0
4834,394.0,inh,0
5094,400.3,inh,0
5134,401.6,inh,0
5154,402.1,inh,0
4484,404.8,inh,0
4814,407.0,inh,0
4474,408.7,inh,0
4754,415.2,inh,0
4174,416.1,inh,0
5244,418.0,inh,0
4244,420.4,inh,0
4884,424.0,inh,0
5204,424.3,inh,0
5264,426.5,inh,0
4654,433.3,inh,0
4334,435.0,inh,0
4814,443.2,inh,0
4584,447.2,inh,0
5164,448.2,inh,0
4514,451.6,inh,0
4684,454.1,inh,0
4744,456.1,inh,0
4384,456.3,inh,0
4604,457.3,inh,0
4974,462.0,inh,0
4634,462.1,inh,0
4274,466.7,inh,0
5004,467.2,inh,0
4864,468.1,inh,0
5114,472.3,inh,0
5134,472.8,inh,0
4814,473.7,inh,0
4474,474.9,inh,0
4594,478.0,inh,0
4774,478.2,inh,0
4564,481.1,inh,0
4724,484.3,inh,0
4464,485.5,inh,0
4494,486.3,inh,0
5074,487.2,inh,0
4584,487.7,inh,0
4324,488.9,inh,0
5064,489.1,inh,0
4664,490.3,inh,0
4934,495.0,inh,0
5184,497.5,inh,0
4204,499.8,inh,0
5014,507.4,inh,0
4464,507.7,inh,0
4334,507.9,inh,0
4614,507.9,inh,0
4184,508.0,inh,0
4594,508.0,inh,0
4664,508.1,inh,0
4634,508.2,inh,0
4224,508.3,inh,0
5234,508.3,inh,0
5254,508.3,inh,0
4194,508.4,inh,0
4344,508.4,inh,0
5054,508.4,inh,0
4804,508.5,inh,0
4604,508.7,inh,0
4954,508.7,inh,0
5244,509.3,inh,0
4744,510.0,inh,0
4874,510.4,inh,0
5264,510.8,inh,0
4694,511.0,inh,0
4364,511.5,inh,0
4374,515.6,inh,0
4564,516.9,inh,0
4934,517.8,inh,0
5014,519.0,inh,0
5284,519.0,inh,0
4424,520.9,inh,0
5234,521.0,inh,0
4654,521.4,inh,0
4594,522.4,inh,0
4334,522.5,inh,0
4894,523.0,inh,0
4404,523.6,inh,0
5064,525.1,inh,0
4834,527.2,inh,0
4144,531.0,inh,0
4664,532.6,inh,0
4874,533.1,inh,0
4824,533.2,inh,0
4814,533.6,inh,0
4254,533.7,inh,0
5274,533.7,inh,0
4374,534.0,inh,0
4674,534.0,inh,0
5014,534.7,inh,0
4584,534.8,inh,0
4934,534.8,inh,0
5164,535.2,inh,0
5034,535.3,inh,0
4264,535.6,inh,0
4864,536.3,inh,0
4634,536.7,inh,0
5244,546.1,inh,0
4574,546.3,inh,0
4804,546.5,inh,0
4744,547.7,inh,0
4874,547.7,inh,0
4734,547.9,inh,0
4474,548.0,inh,0
4484,548.4,inh,0
5134,548.6,inh,0
4684,550.2,inh,0
4384,550.3,inh,0
5094,550.5,inh,0
4934,550.6,inh,0
5194,550.9,inh,0
4564,552.5,inh,0
4984,561.6,inh,0
4654,561.7,inh,0
4224,562.1,inh,0
4504,562.3,inh,0
5064,562.7,inh,0
4204,563.2,inh,0
5014,563.2,inh,0
4564,563.3,inh,0
4374,564.4,inh,0
4704,566.1,inh,0
4584,570.6,inh,0
4814,571.6,inh,0
4474,572.0,inh,0
4464,572.8,inh,0
4834,573.1,inh,0
5244,573.1,inh,0
5274,573.5,inh,0
4604,573.6,inh,0
4784,574.5,inh,0
4494,574.9,inh,0
5014,575.5,inh,0
4744,575.6,inh,0
4634,576.1,inh,0
5124,581.0,inh,0
4994,581.1,inh,0
4294,584.0,inh,0
4224,586.0,inh,0
4654,586.4,inh,0
4574,587.1,inh,0
4604,587.1,inh,0
5194,587.2,inh,0
4744,587.3,inh,0
5274,587.7,inh,0
4584,588.5,inh,0
4514,588.6,inh,0
5244,594.8,inh,0
4874,597.5,inh,0
4364,597.8,inh,0
4374,598.2,inh,0
4384,598.7,inh,0
4474,598.7,inh,0
4454,599.0,inh,0
4994,599.2,inh,0
4784,599.3,inh,0
4164,599.7,inh,0
4204,599.8,inh,0
4564,600.1,inh,0
4744,600.2,inh,0
4584,600.3,inh,0
4814,600.3,inh,0
5014,600.9,inh,0
4604,601.9,inh,0
4694,602.2,inh,0
5104,603.9,inh,0
4934,607.7,inh,0
4244,608.6,inh,0
4594,608.8,inh,0
4744,610.2,inh,0
4634,610.7,inh,0
4644,611.0,inh,0
4344,611.1,inh,0
5204,612.1,inh,0
5274,613.1,inh,0
5244,613.2,inh,0
4154,616.6,inh,0
4574,619.3,inh,0
4254,619.4,inh,0
4144,623.5,inh,0
4364,624.2,inh,0
4834,624.3,inh,0
4554,624.8,inh,0
4504,626.0,inh,0
4654,626.1,inh,0
4924,626.1,inh,0
5164,626.4,inh,0
4914,627.9,inh,0
4634,631.1,inh,0
4334,633.2,inh,0
4444,635.9,inh,0
4484,635.9,inh,0
4234,636.2,inh,0
5244,636.2,inh,0
4744,636.4,inh,0
4434,637.1,inh,0
4144,637.4,inh,0
4214,637.4,inh,0
4714,637.4,inh,0
5024,637.7,inh,0
4604,637.9,inh,0
4874,638.4,inh,0
4654,638.9,inh,0
5234,644.9,inh,0
5284,646.8,inh,0
5244,648.3,inh,0
4724,648.8,inh,0
4824,648.8,inh,0
4844,649.4,inh,0
4744,649.5,inh,0
4564,649.6,inh,0
4414,649.8,inh,0
5014,650.0,inh,0
5134,650.5,inh,0
4934,650.6,inh,0
4814,651.6,inh,0
4754,652.0,inh,0
4444,654.3,inh,0
4474,655.3,inh,0
4604,660.0,inh,0
4654,661.5,inh,0
4734,661.5,inh,0
4204,661.8,inh,0
4874,662.6,inh,0
5014,663.0,inh,0
4264,663.1,inh,0
4154,663.3,inh,0
4324,663.9,inh,0
4864,664.3,inh,0
4444,664.8,inh,0
4934,667.9,inh,0
5134,669.4,inh,0
5124,670.9,inh,0
4604,671.9,inh,0
4384,672.5,inh,0
4594,672.5,inh,0
5274,673.2,inh,0
4694,673.4,inh,0
4924,673.4,inh,0
5064,674.5,inh,0
4654,678.6,inh,0
4344,680.4,inh,0
4334,681.5,inh,0
5204,683.0,inh,0
4504,683.8,inh,0
4804,683.8,inh,0
5264,684.1,inh,0
4144,684.2,inh,0
4584,684.5,inh,0
4834,684.5,inh,0
4484,684.6,inh,0
4154,686.5,inh,0
4404,686.5,inh,0
4514,686.5,inh,0
4454,686.6,inh,0
4634,686.6,inh,0
5024,686.6,inh,0
5084,687.0,inh,0
4364,692.9,inh,0
4604,696.9,inh,0
4994,697.6,inh,0
4654,697.8,inh,0
4684,697.8,inh,0
4204,698.9,inh,0
4844,699.8,inh,0
5014,702.9,inh,0
4984,707.1,inh,0
4934,707.4,inh,0
4464,707.7,inh,0
5164,707.9,inh,0
4784,708.4,inh,0
4874,708.4,inh,0
4584,708.5,inh,0
4484,709.5,inh,0
4744,710.4,inh,0
5284,711.3,inh,0
4654,712.2,inh,0
5194,716.0,inh,0
4574,717.2,inh,0
4504,717.6,inh,0
4834,719.9,inh,0
4484,721.2,inh,0
4884,721.5,inh,0
4604,721.7,inh,0
5014,722.1,inh,0
4724,722.7,inh,0
4634,722.8,inh,0
4334,723.4,inh,0
5254,724.0,inh,0
4674,724.4,inh,0
4744,724.7,inh,0
4374,725.2,inh,0
4654,733.1,inh,0
4474,733.6,inh,0
4404,734.1,inh,0
4384,734.7,inh,0
4484,734.8,inh,0
4574,735.9,inh,0
5084,735.9,inh,0
4584,736.1,inh,0
4464,736.2,inh,0
4604,736.3,inh,0
4914,736.7,inh,0
4144,736.8,inh,0
5264,736.8,inh,0
5104,743.8,inh,0
4814,747.1,inh,0
4874,747.1,inh,0
5064,747.6,inh,0
4744,748.4,inh,0
4904,749.1,inh,0
4774,749.6,inh,0
4204,755.4,inh,0
4934,756.5,inh,0
5244,758.7,inh,0
4334,759.4,inh,0
4584,759.4,inh,0
4604,759.6,inh,0
4654,759.7,inh,0
4704,759.7,inh,0
4364,760.0,inh,0
4594,760.2,inh,0
4734,760.2,inh,0
5164,760.6,inh,0
4574,761.0,inh,0
4744,761.0,inh,0
4724,761.5,inh,0
5014,761.6,inh,0
4844,764.6,inh,0
4634,766.2,inh,0
4834,769.2,inh,0
4534,769.9,inh,0
4874,771.9,inh,0
5064,772.0,inh,0
4734,772.5,inh,0
4464,773.2,inh,0
4744,773.6,inh,0
4384,773.7,inh,0
5244,773.8,inh,0
4504,773.9,inh,0
5284,774.1,inh,0
4864,774.6,inh,0
4484,775.0,inh,0
5014,783.6,inh,0
4494,783.7,inh,0
4374,784.8,inh,0
4654,785.2,inh,0
5274,785.7,inh,0
5264,785.9,inh,0
4454,786.3,inh,0
4584,786.3,inh,0
4874,793.0,inh,0
5064,794.1,inh,0
5034,794.9,inh,0
4204,795.5,inh,0
4804,795.9,inh,0
4604,796.7,inh,0
4364,796.9,inh,0
4674,797.1,inh,0
4634,797.3,inh,0
4834,797.3,inh,0
4934,797.3,inh,0
5014,797.6,inh,0
5074,797.7,inh,0
4334,798.2,inh,0
4984,798.2,inh,0
4374,800.0,inh,0
4744,800.0,inh,0
4164,805.3,inh,0
5284,807.2,inh,0
5264,808.4,inh,0
4604,808.9,inh,0
4574,809.3,inh,0
5244,810.3,inh,0
5104,811.3,inh,0
4844,811.7,inh,0
5234,811.7,inh,0
5124,811.8,inh,0
4204,812.4,inh,0
4804,812.4,inh,0
4904,813.7,inh,0
4934,819.8,inh,0
4604,820.7,inh,0
5064,821.2,inh,0
5274,821.3,inh,0
4654,821.7,inh,0
5034,821.7,inh,0
5014,821.9,inh,0
4844,822.0,inh,0
4264,822.5,inh,0
4444,822.8,inh,0
4694,823.0,inh,0
5084,823.2,inh,0
5264,830.1,inh,0
4324,832.4,inh,0
4584,832.5,inh,0
5014,833.7,inh,0
5064,833.9,inh,0
4574,834.0,inh,0
4734,834.1,inh,0
4164,834.3,inh,0
4804,834.8,inh,0
4814,835.6,inh,0
4514,835.8,inh,0
4374,835.9,inh,0
4214,836.3,inh,0
4604,837.0,inh,0
4474,843.2,inh,0
4934,843.5,inh,0
4984,845.1,inh,0
5284,845.3,inh,0
4504,845.5,inh,0
4334,845.8,inh,0
4834,845.9,inh,0
4914,847.3,inh,0
4604,848.0,inh,0
4644,848.2,inh,0
5164,848.3,inh,0
4874,848.4,inh,0
4624,848.8,inh,0
5024,849.3,inh,0
5014,851.1,inh,0
5274,853.0,inh,0
5244,857.4,inh,0
5034,858.3,inh,0
4364,858.5,inh,0
4734,859.1,inh,0
4934,859.3,inh,0
4824,859.5,inh,0
4204,859.6,inh,0
4584,859.7,inh,0
4604,861.3,inh,0
5064,866.2,inh,0
4564,869.1,inh,0
4574,869.3,inh,0
4694,869.4,inh,0
4754,869.9,inh,0
4904,870.4,inh,0
4384,871.0,inh,0
4784,872.6,inh,0
4604,876.2,inh,0
5264,879.0,inh,0
4874,880.5,inh,0
5214,881.8,inh,0
4934,882.0,inh,0
5274,882.3,inh,0
4384,882.5,inh,0
4734,882.7,inh,0
4814,883.0,inh,0
5024,883.0,inh,0
4654,883.1,inh,0
5124,883.1,inh,0
4314,883.3,inh,0
4744,884.0,inh,0
4504,885.2,inh,0
5244,891.8,inh,0
4654,892.9,inh,0
4334,894.7,inh,0
4584,894.8,inh,0
4744,894.8,inh,0
4934,895.0,inh,0
4164,895.5,inh,0
4194,896.2,inh,0
4224,896.4,inh,0
4564,896.4,inh,0
4844,896.6,inh,0
4154,896.8,inh,0
4684,896.9,inh,0
4574,897.0,inh,0
4994,897.1,inh,0
4484,897.4,inh,0
5064,898.2,inh,0
4614,898.4,inh,0
4714,898.6,inh,0
4834,898.6,inh,0
5264,907.8,inh,0
5014,908.9,inh,0
5134,910.0,inh,0
4334,910.1,inh,0
4954,910.5,inh,0
4304,912.8,inh,0
4654,914.7,inh,0
5244,916.0,inh,0
4674,917.8,inh,0
5104,918.1,inh,0
4604,918.5,inh,0
4834,919.5,inh,0
4574,920.2,inh,0
5214,920.7,inh,0
4384,922.2,inh,0
5114,922.3,inh,0
4784,924.2,inh,0
5164,928.8,inh,0
4874,931.6,inh,0
4984,932.0,inh,0
5124,933.4,inh,0
5064,934.4,inh,0
5234,935.0,inh,0
5284,935.2,inh,0
4654,935.6,inh,0
4334,940.4,inh,0
5274,942.6,inh,0
4674,942.8,inh,0
4604,943.1,inh,0
4144,943.2,inh,0
4924,943.7,inh,0
5244,943.9,inh,0
4874,944.0,inh,0
4804,944.7,inh,0
5034,944.7,inh,0
4844,944.9,inh,0
4934,945.1,inh,0
5214,946.0,inh,0
5024,946.4,inh,0
4334,949.0,inh,0
4654,952.6,inh,0
4604,955.2,inh,0
5014,955.5,inh,0
5104,955.7,inh,0
5064,957.0,inh,0
4754,958.0,inh,0
5244,958.1,inh,0
4774,958.8,inh,0
4734,959.1,inh,0
4854,961.5,inh,0
4604,962.8,inh,0
5274,967.3,inh,0
4574,967.4,inh,0
4784,967.5,inh,0
4894,968.2,inh,0
4514,968.4,inh,0
4474,968.6,inh,0
4584,969.8,inh,0
5264,971.9,inh,0
5034,972.0,inh,0
4664,977.5,inh,0
4464,979.1,inh,0
4874,980.4,inh,0
4934,980.8,inh,0
5244,980.8,inh,0
5064,983.1,inh,0
4604,983.2,inh,0
4444,983.6,inh,0
4814,983.6,inh,0
4534,983.8,inh,0
4654,989.7,inh,0
5274,992.1,inh,0
4624,993.3,inh,0
5244,993.3,inh,0
4744,993.8,inh,0
4594,993.9,inh,0
5284,994.1,inh,0
4934,994.2,inh,0
4364,994.3,inh,0
4834,994.5,inh,0
4864,994.6,inh,0
4334,995.1,inh,0
4224,995.2,inh,0
4564,995.2,inh,0
4484,996.4,inh,0
4204,997.2,inh,0
4904,998.6,inh,0
4634,1002.7,inh,0
5164,1005.0,inh,0
4504,1005.8,inh,0
4774,1006.3,inh,0
5214,1006.6,inh,0
4384,1007.2,inh,0
4324,1007.3,inh,0
4934,1007.4,inh,0
5174,1007.7,inh,0
5284,1007.8,inh,0
4294,1008.3,inh,0
4604,1008.8,inh,0
5244,1010.0,inh,0
4654,1012.6,inh,0
4824,1012.6,inh,0
4144,1019.4,inh,0
5014,1019.4,inh,0
5104,1019.4,inh,0
4744,1019.9,inh,0
4584,1020.0,inh,0
5204,1020.0,inh,0
4364,1020.2,inh,0
4204,1020.5,inh,0
5124,1020.7,inh,0
4174,1020.9,inh,0
4224,1023.0,inh,0
4654,1023.9,inh,0
4834,1023.9,inh,0
4734,1024.8,inh,0
4874,1031.1,inh,0
4994,1032.3,inh,0
4564,1034.2,inh,0
4724,1034.5,inh,0
4654,1044.1,inh,0
4604,1044.6,inh,0
5264,1044.9,inh,0
5164,1052.4,inh,0
4694,1054.1,inh,0
5284,1055.5,inh,0
4264,1056.5,inh,0
4384,1056.7,inh,0
5104,1057.5,inh,0
5244,1060.1,inh,0
4734,1060.6,inh,0
4334,1061.5,inh,0
4654,1062.7,inh,0
4634,1068.8,inh,0
4434,1069.5,inh,0
4874,1069.7,inh,0
4474,1070.0,inh,0
5124,1070.0,inh,0
4674,1070.1,inh,0
4834,1070.2,inh,0
5034,1070.3,inh,0
5094,1070.4,inh,0
4604,1071.9,inh,0
4654,1075.4,inh,0
4164,1076.3,inh,0
4224,1080.1,inh,0
5164,1080.8,inh,0
4564,1081.7,inh,0
4714,1081.7,inh,0
5124,1083.2,inh,0
4584,1084.8,inh,0
5014,1085.2,inh,0
5104,1086.5,inh,0
4204,1090.5,inh,0
4604,1091.5,inh,0
4324,1092.1,inh,0
4594,1092.6,inh,0
4654,1092.6,inh,0
4214,1092.7,inh,0
4934,1093.0,inh,0
4984,1093.6,inh,0
4464,1093.7,inh,0
5244,1097.2,inh,0
4434,1103.9,inh,0
4874,1104.6,inh,0
4744,1104.7,inh,0
4224,1105.4,inh,0
4384,1105.5,inh,0
5274,1108.2,inh,0
4654,1108.8,inh,0
5014,1111.8,inh,0
4194,1116.5,inh,0
4844,1116.8,inh,0
5234,1117.0,inh,0
5244,1117.0,inh,0
4594,1117.2,inh,0
4474,1124.8,inh,0
4874,1124.9,inh,0
4604,1127.9,inh,0
4584,1128.7,inh,0
5244,1129.1,inh,0
4654,1129.4,inh,0
4164,1131.0,inh,0
5124,1131.1,inh,0
5264,1131.2,inh,0
5214,1131.6,inh,0
4744,1134.3,inh,0
4334,1136.8,inh,0
4514,1139.3,inh,0
5204,1139.5,inh,0
4874,1139.7,inh,0
4664,1140.2,inh,0
4444,1141.2,inh,0
4934,1141.9,inh,0
4634,1147.4,inh,0
4504,1148.3,inh,0
4584,1148.9,inh,0
4834,1151.0,inh,0
4364,1151.6,inh,0
4724,1155.2,inh,0
5254,1155.3,inh,0
4934,1155.8,inh,0
4804,1156.2,inh,0
4574,1156.8,inh,0
4844,1158.5,inh,0
4474,1158.6,inh,0
5014,1159.9,inh,0
4654,1160.3,inh,0
4634,1160.5,inh,0
4534,1161.8,inh,0
4334,1163.6,inh,0
5124,1167.0,inh,0
4774,1167.7,inh,0
5214,1168.5,inh,0
5164,1169.6,inh,0
4904,1170.0,inh,0
5264,1170.4,inh,0
4604,1170.8,inh,0
4674,1179.2,inh,0
4744,1179.8,inh,0
4934,1180.5,inh,0
4654,1180.7,inh,0
4584,1180.8,inh,0
4334,1181.4,inh,0
5014,1181.5,inh,0
5244,1182.1,inh,0
5134,1185.2,inh,0
5124,1190.1,inh,0
4464,1190.9,inh,0
4734,1190.9,inh,0
4814,1191.5,inh,0
4694,1194.9,inh,0
5054,1195.2,inh,0
4934,1195.6,inh,0
4654,1199.9,inh,0
5014,1202.9,inh,0
4174,1204.3,inh,0
4474,1205.1,inh,0
4634,1205.5,inh,0
4694,1206.0,inh,0
4144,1206.5,inh,0
4654,1213.7,inh,0
4724,1213.9,inh,0
5274,1215.7,inh,0
4734,1216.5,inh,0
4834,1216.5,inh,0
5164,1216.6,inh,0
4874,1217.0,inh,0
4364,1217.1,inh,0
4984,1219.8,inh,0
4444,1220.2,inh,0
4604,1220.2,inh,0
4844,1223.9,inh,0
4934,1225.7,inh,0
5024,1227.8,inh,0
4634,1228.4,inh,0
4204,1228.5,inh,0
4584,1228.5,inh,0
4804,1228.6,inh,0
4914,1228.6,inh,0
5014,1228.9,inh,0
4644,1229.8,inh,0
4334,1230.7,inh,0
4164,1231.4,inh,0
4214,1231.5,inh,0
4744,1231.8,inh,0
4204,1240.1,inh,0
4604,1240.1,inh,0
4834,1240.2,inh,0
4874,1240.9,inh,0
4684,1241.0,inh,0
5094,1241.5,inh,0
4804,1242.2,inh,0
4814,1242.4,inh,0
4484,1244.7,inh,0
4674,1247.2,inh,0
4584,1247.6,inh,0
4744,1248.4,inh,0
5164,1248.7,inh,0
5064,1250.6,inh,0
4934,1251.4,inh,0
4524,1253.7,inh,0
4584,1256.0,inh,0
5014,1256.0,inh,0
4724,1262.1,inh,0
5254,1265.2,inh,0
4604,1265.3,inh,0
4264,1265.4,inh,0
4594,1265.6,inh,0
4364,1265.9,inh,0
4504,1265.9,inh,0
5214,1266.3,inh,0
4734,1266.6,inh,0
5264,1266.7,inh,0
4574,1268.2,inh,0
4644,1268.5,inh,0
4144,1268.8,inh,0
5134,1274.9,inh,0
4874,1276.0,inh,0
4744,1276.2,inh,0
4334,1278.3,inh,0
4754,1278.7,inh,0
4324,1280.2,inh,0
4594,1280.5,inh,0
5244,1281.0,inh,0
4604,1281.6,inh,0
4384,1288.1,inh,0
4504,1288.8,inh,0
5264,1288.9,inh,0
4874,1289.9,inh,0
4784,1291.3,inh,0
4534,1292.2,inh,0
4374,1293.3,inh,0
4654,1295.1,inh,0
5014,1295.3,inh,0
4604,1298.2,inh,0
4454,1299.2,inh,0
5274,1301.0,inh,0
4594,1301.3,inh,0
4674,1304.2,inh,0
4584,1309.6,inh,0
4654,1309.9,inh,0
5124,1310.9,inh,0
4724,1311.5,inh,0
4204,1311.7,inh,0
