# NEST version: 3.5
# RecordingBackendASCII version: 2
sender	time_ms	V_m
7564	1.000	-66.876
7565	1.000	-60.635
7566	1.000	-68.210
7567	1.000	-68.206
7568	1.000	-56.716
7569	1.000	-62.963
7570	1.000	-71.185
7571	1.000	-60.482
7572	1.000	-62.930
7573	1.000	-68.599
7574	1.000	-64.092
7575	1.000	-59.124
7576	1.000	-58.443
7577	1.000	-59.214
7578	1.000	-60.262
7579	1.000	-62.331
7580	1.000	-66.748
7581	1.000	-70.772
7582	1.000	-64.284
7583	1.000	-69.142
7584	1.000	-63.413
7585	1.000	-64.802
7586	1.000	-63.269
7587	1.000	-59.090
7588	1.000	-65.211
7589	1.000	-62.287
7590	1.000	-77.197
7591	1.000	-57.035
7592	1.000	-65.107
7593	1.000	-56.909
7594	1.000	-54.512
7595	1.000	-60.745
7596	1.000	-64.328
7597	1.000	-64.875
7598	1.000	-61.007
7599	1.000	-67.327
7600	1.000	-63.372
7601	1.000	-65.406
7602	1.000	-59.613
7603	1.000	-62.480
7604	1.000	-58.447
7605	1.000	-58.631
7606	1.000	-62.520
7607	1.000	-67.650
7608	1.000	-63.810
7609	1.000	-60.695
7610	1.000	-57.276
7611	1.000	-65.578
7612	1.000	-63.938
7613	1.000	-64.245
7614	1.000	-65.001
7615	1.000	-63.674
7616	1.000	-65.860
7617	1.000	-66.514
7618	1.000	-60.867
7619	1.000	-66.883
7620	1.000	-59.364
7621	1.000	-61.923
7622	1.000	-67.741
7623	1.000	-60.730
7624	1.000	-67.186
7625	1.000	-61.891
7626	1.000	-61.217
7627	1.000	-61.258
7628	1.000	-65.726
7629	1.000	-59.979
7630	1.000	-63.282
7631	1.000	-64.908
7632	1.000	-60.691
7633	1.000	-56.603
7634	1.000	-61.871
7635	1.000	-63.673
7636	1.000	-62.808
7637	1.000	-67.426
7638	1.000	-71.723
7639	1.000	-66.262
7640	1.000	-61.223
7641	1.000	-64.007
7642	1.000	-55.723
7643	1.000	-69.690
7644	1.000	-59.294
7645	1.000	-63.952
7646	1.000	-60.879
7647	1.000	-65.714
7648	1.000	-63.499
7649	1.000	-63.851
7650	1.000	-67.390
7651	1.000	-64.006
7652	1.000	-68.151
7653	1.000	-60.469
7654	1.000	-63.045
7655	1.000	-67.033
7656	1.000	-67.081
7657	1.000	-58.338
7658	1.000	-64.260
7659	1.000	-63.010
7660	1.000	-62.037
7661	1.000	-65.675
7662	1.000	-71.467
7663	1.000	-59.765
7664	1.000	-63.746
7665	1.000	-53.717
7666	1.000	-66.956
7667	1.000	-62.705
7668	1.000	-59.394
7669	1.000	-69.301
7670	1.000	-64.542
7671	1.000	-62.230
7672	1.000	-65.756
7673	1.000	-68.663
7674	1.000	-62.990
7675	1.000	-64.499
7676	1.000	-56.521
7677	1.000	-61.375
7678	1.000	-59.636
7679	1.000	-67.060
7680	1.000	-68.499
7681	1.000	-57.946
7682	1.000	-65.759
7683	1.000	-63.273
7684	1.000	-56.323
7685	1.000	-68.484
7686	1.000	-62.545
7687	1.000	-70.325
7688	1.000	-71.114
7689	1.000	-64.069
7690	1.000	-60.998
7691	1.000	-61.351
7692	1.000	-58.749
7693	1.000	-64.398
7694	1.000	-69.095
7695	1.000	-67.500
7696	1.000	-64.331
7697	1.000	-69.284
7698	1.000	-70.514
7699	1.000	-68.562
7700	1.000	-62.460
7701	1.000	-63.095
7702	1.000	-59.978
7703	1.000	-59.622
7704	1.000	-68.609
7705	1.000	-60.543
7706	1.000	-70.396
7707	1.000	-60.522
7708	1.000	-55.377
7709	1.000	-56.722
7710	1.000	-69.712
7711	1.000	-66.585
7712	1.000	-62.402
7713	1.000	-67.295
7714	1.000	-60.561
7715	1.000	-69.626
7716	1.000	-60.358
7717	1.000	-66.405
7423	2.000	-63.377
7424	2.000	-67.198
7425	2.000	-63.489
7426	2.000	-64.210
7427	2.000	-67.746
7428	2.000	-62.968
7429	2.000	-71.534
7430	2.000	-58.571
7431	2.000	-66.874
7432	2.000	-63.180
7433	2.000	-61.686
7434	2.000	-58.109
7435	2.000	-62.481
7436	2.000	-65.540
7437	2.000	-69.166
7438	2.000	-61.867
7439	2.000	-58.664
7440	2.000	-61.832
7441	2.000	-58.073
7442	2.000	-65.000
7443	2.000	-63.322
7444	2.000	-63.650
7445	2.000	-66.935
7446	2.000	-63.102
7447	2.000	-67.536
7448	2.000	-67.577
7449	2.000	-65.449
7450	2.000	-65.418
7451	2.000	-64.364
7452	2.000	-70.867
7453	2.000	-63.556
7454	2.000	-60.737
7455	2.000	-61.578
7456	2.000	-67.737
7457	2.000	-66.109
7458	2.000	-67.415
7459	2.000	-70.871
7460	2.000	-64.177
7461	2.000	-64.098
7462	2.000	-65.162
7463	2.000	-67.056
7464	2.000	-60.781
7465	2.000	-66.344
7466	2.000	-65.492
7467	2.000	-65.519
7468	2.000	-65.204
7469	2.000	-64.421
7470	2.000	-64.839
7471	2.000	-56.144
7472	2.000	-67.829
7473	2.000	-64.140
7474	2.000	-67.122
7475	2.000	-62.958
7476	2.000	-67.481
7477	2.000	-64.961
7478	2.000	-62.180
7479	2.000	-65.387
7480	2.000	-64.700
7481	2.000	-67.713
7482	2.000	-60.005
7483	2.000	-61.980
7484	2.000	-64.649
7485	2.000	-61.589
7486	2.000	-65.738
7487	2.000	-63.967
7488	2.000	-67.713
7489	2.000	-70.255
7490	2.000	-69.411
7491	2.000	-66.732
7492	2.000	-63.764
7493	2.000	-68.709
7494	2.000	-60.258
7495	2.000	-60.538
7496	2.000	-69.250
7497	2.000	-62.828
7498	2.000	-66.829
7499	2.000	-67.234
7500	2.000	-69.508
7501	2.000	-70.999
7502	2.000	-63.201
7503	2.000	-61.201
7504	2.000	-59.426
7505	2.000	-65.646
7506	2.000	-67.203
7507	2.000	-62.794
7508	2.000	-61.148
7509	2.000	-61.338
7510	2.000	-56.034
7511	2.000	-62.485
7512	2.000	-64.721
7513	2.000	-58.956
7514	2.000	-66.910
7515	2.000	-67.355
7516	2.000	-68.055
7517	2.000	-63.843
7518	2.000	-71.253
7519	2.000	-64.641
7520	2.000	-67.129
7521	2.000	-62.034
7522	2.000	-67.288
7523	2.000	-65.152
7524	2.000	-61.985
7525	2.000	-64.932
7526	2.000	-65.000
7527	2.000	-71.711
7528	2.000	-64.490
7529	2.000	-60.367
7530	2.000	-67.272
7531	2.000	-59.754
7532	2.000	-57.628
7533	2.000	-72.636
7534	2.000	-64.612
7535	2.000	-68.564
7536	2.000	-70.513
7537	2.000	-68.834
7538	2.000	-68.457
7539	2.000	-60.383
7540	2.000	-63.812
7541	2.000	-66.976
7542	2.000	-63.381
7543	2.000	-65.236
7544	2.000	-59.718
7545	2.000	-62.155
7546	2.000	-65.368
7547	2.000	-65.663
7548	2.000	-64.009
7549	2.000	-71.428
7550	2.000	-63.028
7551	2.000	-66.431
7552	2.000	-64.008
7553	2.000	-66.269
7554	2.000	-57.987
7555	2.000	-68.929
7556	2.000	-62.975
7557	2.000	-63.671
7558	2.000	-69.762
7559	2.000	-66.673
7560	2.000	-67.977
7561	2.000	-60.577
7562	2.000	-70.216
7563	2.000	-70.989
7564	2.000	-68.033
7565	2.000	-63.448
7566	2.000	-69.239
7567	2.000	-69.236
7568	2.000	-58.839
7569	2.000	-65.280
7570	2.000	-73.163
7571	2.000	-62.247
7572	2.000	-64.462
7573	2.000	-69.592
7574	2.000	-65.074
7575	2.000	-61.018
7576	2.000	-61.874
7577	2.000	-61.099
7578	2.000	-62.048
7579	2.000	-63.920
7580	2.000	-67.917
7581	2.000	-71.558
7582	2.000	-65.687
7583	2.000	-71.922
7584	2.000	-64.899
7585	2.000	-66.156
7586	2.000	-66.362
7587	2.000	-60.987
7588	2.000	-66.526
7589	2.000	-63.880
7590	2.000	-77.371
7591	2.000	-59.128
7592	2.000	-66.432
7593	2.000	-59.013
7594	2.000	-56.845
7595	2.000	-62.485
7596	2.000	-67.238
7597	2.000	-68.046
7598	2.000	-62.722
7599	2.000	-68.440
7600	2.000	-64.862
7601	2.000	-67.345
7602	2.000	-63.094
7603	2.000	-64.917
7604	2.000	-60.405
7605	2.000	-60.572
7606	2.000	-64.091
7607	2.000	-68.733
7608	2.000	-65.258
7609	2.000	-62.440
7610	2.000	-59.899
7611	2.000	-66.858
7612	2.000	-65.374
7613	2.000	-65.651
7614	2.000	-66.336
7615	2.000	-65.135
7616	2.000	-67.113
7617	2.000	-67.705
7618	2.000	-62.596
7619	2.000	-68.039
7620	2.000	-61.235
7621	2.000	-63.551
7622	2.000	-68.816
7623	2.000	-64.426
7624	2.000	-68.313
7625	2.000	-63.522
7626	2.000	-62.912
7627	2.000	-62.949
7628	2.000	-68.136
7629	2.000	-61.792
7630	2.000	-67.589
7631	2.000	-68.005
7632	2.000	-62.436
7633	2.000	-58.737
7634	2.000	-64.733
7635	2.000	-65.135
7636	2.000	-64.352
7637	2.000	-69.822
7638	2.000	-72.418
7639	2.000	-69.162
7640	2.000	-62.917
7641	2.000	-65.436
7642	2.000	-57.940
7643	2.000	-70.578
7644	2.000	-61.172
7645	2.000	-65.387
7646	2.000	-62.606
7647	2.000	-68.453
7648	2.000	-64.977
7649	2.000	-65.295
7650	2.000	-68.498
7651	2.000	-65.435
7652	2.000	-69.186
7653	2.000	-62.841
7654	2.000	-64.566
7655	2.000	-70.194
7656	2.000	-68.218
7657	2.000	-60.306
7658	2.000	-65.665
7659	2.000	-64.534
7660	2.000	-63.654
7661	2.000	-66.946
7662	2.000	-72.187
7663	2.000	-61.598
7664	2.000	-65.200
7665	2.000	-56.126
7666	2.000	-70.154
7667	2.000	-64.258
7668	2.000	-61.263
7669	2.000	-70.227
7670	2.000	-65.920
7671	2.000	-63.829
7672	2.000	-69.169
7673	2.000	-70.279
7674	2.000	-64.516
7675	2.000	-65.882
7676	2.000	-59.857
7677	2.000	-63.055
7678	2.000	-61.481
7679	2.000	-68.199
7680	2.000	-70.861
7681	2.000	-59.952
7682	2.000	-67.022
7683	2.000	-64.772
7684	2.000	-59.326
7685	2.000	-69.241
7686	2.000	-64.114
7687	2.000	-71.153
7688	2.000	-71.867
7689	2.000	-65.493
7690	2.000	-64.012
7691	2.000	-63.033
7692	2.000	-60.679
7693	2.000	-65.790
7694	2.000	-70.041
7695	2.000	-68.597
7696	2.000	-66.427
7697	2.000	-70.212
7698	2.000	-71.324
7699	2.000	-69.558
7700	2.000	-64.037
7701	2.000	-66.141
7702	2.000	-61.791
7703	2.000	-61.469
7704	2.000	-69.600
7705	2.000	-62.302
7706	2.000	-72.899
7707	2.000	-62.283
7708	2.000	-57.627
7709	2.000	-58.844
7710	2.000	-70.598
7711	2.000	-69.354
7712	2.000	-63.984
7713	2.000	-68.412
7714	2.000	-62.319
7715	2.000	-72.148
7716	2.000	-62.135
7717	2.000	-69.024
7423	3.000	-64.866
7424	3.000	-68.323
7425	3.000	-65.074
7426	3.000	-65.620
7427	3.000	-68.820
7428	3.000	-64.496
7429	3.000	-72.247
7430	3.000	-60.518
7431	3.000	-68.218
7432	3.000	-64.688
7433	3.000	-63.337
7434	3.000	-60.100
7435	3.000	-63.946
7436	3.000	-66.823
7437	3.000	-70.489
7438	3.000	-63.500
7439	3.000	-60.602
7440	3.000	-63.469
7441	3.000	-60.068
7442	3.000	-66.207
7443	3.000	-64.817
7444	3.000	-65.190
7445	3.000	-68.085
7446	3.000	-64.667
7447	3.000	-68.905
7448	3.000	-68.865
7449	3.000	-66.741
7450	3.000	-66.713
7451	3.000	-65.319
7452	3.000	-71.644
7453	3.000	-65.028
7454	3.000	-62.577
7455	3.000	-63.238
7456	3.000	-68.811
7457	3.000	-67.338
7458	3.000	-68.737
7459	3.000	-71.647
7460	3.000	-65.591
7461	3.000	-65.518
7462	3.000	-66.482
7463	3.000	-68.195
7464	3.000	-62.518
7465	3.000	-67.752
7466	3.000	-66.780
7467	3.000	-66.804
7468	3.000	-66.519
7469	3.000	-65.811
7470	3.000	-66.338
7471	3.000	-58.322
7472	3.000	-69.337
7473	3.000	-65.557
7474	3.000	-68.255
7475	3.000	-64.487
7476	3.000	-68.579
7477	3.000	-66.299
7478	3.000	-63.784
7479	3.000	-66.772
7480	3.000	-66.064
7481	3.000	-68.790
7482	3.000	-61.453
7483	3.000	-63.794
7484	3.000	-66.018
7485	3.000	-63.248
7486	3.000	-67.002
7487	3.000	-65.401
7488	3.000	-68.858
7489	3.000	-71.233
7490	3.000	-70.327
7491	3.000	-67.902
7492	3.000	-65.216
7493	3.000	-69.691
7494	3.000	-62.044
7495	3.000	-62.297
7496	3.000	-70.181
7497	3.000	-64.370
7498	3.000	-67.990
7499	3.000	-68.356
7500	3.000	-70.737
7501	3.000	-72.175
7502	3.000	-64.707
7503	3.000	-63.051
7504	3.000	-61.291
7505	3.000	-66.920
7506	3.000	-68.328
7507	3.000	-64.338
7508	3.000	-62.849
7509	3.000	-63.073
7510	3.000	-58.222
7511	3.000	-64.060
7512	3.000	-66.558
7513	3.000	-60.866
7514	3.000	-67.606
7515	3.000	-68.379
7516	3.000	-69.099
7517	3.000	-65.721
7518	3.000	-71.993
7519	3.000	-66.010
7520	3.000	-68.261
7521	3.000	-63.651
7522	3.000	-68.405
7523	3.000	-66.472
7524	3.000	-63.607
7525	3.000	-66.274
7526	3.000	-66.207
7527	3.000	-72.407
7528	3.000	-65.874
7529	3.000	-62.143
7530	3.000	-68.616
7531	3.000	-61.589
7532	3.000	-59.664
7533	3.000	-73.244
7534	3.000	-66.601
7535	3.000	-69.560
7536	3.000	-71.914
7537	3.000	-69.805
7538	3.000	-69.463
7539	3.000	-62.158
7540	3.000	-65.260
7541	3.000	-68.123
7542	3.000	-65.127
7543	3.000	-66.548
7544	3.000	-61.555
7545	3.000	-63.760
7546	3.000	-66.811
7547	3.000	-66.935
7548	3.000	-65.438
7549	3.000	-72.275
7550	3.000	-64.551
7551	3.000	-67.630
7552	3.000	-65.438
7553	3.000	-67.559
7554	3.000	-60.059
7555	3.000	-70.066
7556	3.000	-64.503
7557	3.000	-64.912
7558	3.000	-70.644
7559	3.000	-67.849
7560	3.000	-69.028
7561	3.000	-62.333
7562	3.000	-71.055
7563	3.000	-72.005
7564	3.000	-69.079
7565	3.000	-65.074
7566	3.000	-70.171
7567	3.000	-70.168
7568	3.000	-60.760
7569	3.000	-66.695
7570	3.000	-74.318
7571	3.000	-63.844
7572	3.000	-65.848
7573	3.000	-70.490
7574	3.000	-66.343
7575	3.000	-62.732
7576	3.000	-64.039
7577	3.000	-62.806
7578	3.000	-63.664
7579	3.000	-65.358
7580	3.000	-68.974
7581	3.000	-72.269
7582	3.000	-66.957
7583	3.000	-73.317
7584	3.000	-66.244
7585	3.000	-67.380
7586	3.000	-67.783
7587	3.000	-62.704
7588	3.000	-67.716
7589	3.000	-65.322
7590	3.000	-77.529
7591	3.000	-61.022
7592	3.000	-67.631
7593	3.000	-60.918
7594	3.000	-58.956
7595	3.000	-64.059
7596	3.000	-69.094
7597	3.000	-69.401
7598	3.000	-64.273
7599	3.000	-69.448
7600	3.000	-66.210
7601	3.000	-68.543
7602	3.000	-64.832
7603	3.000	-66.376
7604	3.000	-62.178
7605	3.000	-62.329
7606	3.000	-65.512
7607	3.000	-69.713
7608	3.000	-66.569
7609	3.000	-64.018
7610	3.000	-61.794
7611	3.000	-68.016
7612	3.000	-66.673
7613	3.000	-66.924
7614	3.000	-67.544
7615	3.000	-66.457
7616	3.000	-68.247
7617	3.000	-68.782
7618	3.000	-63.838
7619	3.000	-69.085
7620	3.000	-62.554
7621	3.000	-65.024
7622	3.000	-69.298
7623	3.000	-66.236
7624	3.000	-69.332
7625	3.000	-64.997
7626	3.000	-64.445
7627	3.000	-64.479
7628	3.000	-69.327
7629	3.000	-63.432
7630	3.000	-69.293
7631	3.000	-69.352
7632	3.000	-64.015
7633	3.000	-60.668
7634	3.000	-66.259
7635	3.000	-66.457
7636	3.000	-65.749
7637	3.000	-70.873
7638	3.000	-73.047
7639	3.000	-70.920
7640	3.000	-64.450
7641	3.000	-66.730
7642	3.000	-59.947
7643	3.000	-71.382
7644	3.000	-62.871
7645	3.000	-66.685
7646	3.000	-64.169
7647	3.000	-69.659
7648	3.000	-66.314
7649	3.000	-66.602
7650	3.000	-69.500
7651	3.000	-66.729
7652	3.000	-70.123
7653	3.000	-64.463
7654	3.000	-65.942
7655	3.000	-71.805
7656	3.000	-69.247
7657	3.000	-62.088
7658	3.000	-66.937
7659	3.000	-65.914
7660	3.000	-65.117
7661	3.000	-68.096
7662	3.000	-72.838
7663	3.000	-63.257
7664	3.000	-66.516
7665	3.000	-58.305
7666	3.000	-71.276
7667	3.000	-65.664
7668	3.000	-62.953
7669	3.000	-71.065
7670	3.000	-67.168
7671	3.000	-65.275
7672	3.000	-70.472
7673	3.000	-71.197
7674	3.000	-65.897
7675	3.000	-67.133
7676	3.000	-61.843
7677	3.000	-64.575
7678	3.000	-63.151
7679	3.000	-69.229
7680	3.000	-72.298
7681	3.000	-61.768
7682	3.000	-68.164
7683	3.000	-66.129
7684	3.000	-61.315
7685	3.000	-69.926
7686	3.000	-65.533
7687	3.000	-71.902
7688	3.000	-72.548
7689	3.000	-66.781
7690	3.000	-65.616
7691	3.000	-64.555
7692	3.000	-62.425
7693	3.000	-67.050
7694	3.000	-70.896
7695	3.000	-69.589
7696	3.000	-67.721
7697	3.000	-71.051
7698	3.000	-72.057
7699	3.000	-70.460
7700	3.000	-65.464
7701	3.000	-67.574
7702	3.000	-63.431
7703	3.000	-63.140
7704	3.000	-70.498
7705	3.000	-63.894
7706	3.000	-73.947
7707	3.000	-63.876
7708	3.000	-59.664
7709	3.000	-60.765
7710	3.000	-71.401
7711	3.000	-70.544
7712	3.000	-65.415
7713	3.000	-69.422
7714	3.000	-63.909
7715	3.000	-73.253
7716	3.000	-63.742
7717	3.000	-70.168
7423	4.000	-66.214
7424	4.000	-69.342
7425	4.000	-66.416
7426	4.000	-66.896
7427	4.000	-69.791
7428	4.000	-65.879
7429	4.000	-72.892
7430	4.000	-62.280
7431	4.000	-69.272
7432	4.000	-66.052
7433	4.000	-64.830
7434	4.000	-61.901
7435	4.000	-65.366
7436	4.000	-67.985
7437	4.000	-71.354
7438	4.000	-64.978
7439	4.000	-62.356
7440	4.000	-64.949
7441	4.000	-61.872
7442	4.000	-67.427
7443	4.000	-66.169
7444	4.000	-66.518
7445	4.000	-69.127
7446	4.000	-66.041
7447	4.000	-69.906
7448	4.000	-69.859
7449	4.000	-67.911
7450	4.000	-67.885
7451	4.000	-66.396
7452	4.000	-72.347
7453	4.000	-66.360
7454	4.000	-64.156
7455	4.000	-64.741
7456	4.000	-69.783
7457	4.000	-68.450
7458	4.000	-69.745
7459	4.000	-72.350
7460	4.000	-66.869
7461	4.000	-66.804
7462	4.000	-67.676
7463	4.000	-69.226
7464	4.000	-64.089
7465	4.000	-68.852
7466	4.000	-67.945
7467	4.000	-67.968
7468	4.000	-67.329
7469	4.000	-67.069
7470	4.000	-67.565
7471	4.000	-60.292
7472	4.000	-70.319
7473	4.000	-66.839
7474	4.000	-69.280
7475	4.000	-65.871
7476	4.000	-69.574
7477	4.000	-67.511
7478	4.000	-65.234
7479	4.000	-67.950
7480	4.000	-67.298
7481	4.000	-69.764
7482	4.000	-63.077
7483	4.000	-65.031
7484	4.000	-67.256
7485	4.000	-64.750
7486	4.000	-68.147
7487	4.000	-66.697
7488	4.000	-69.835
7489	4.000	-71.994
7490	4.000	-71.155
7491	4.000	-68.961
7492	4.000	-66.531
7493	4.000	-70.579
7494	4.000	-63.660
7495	4.000	-63.890
7496	4.000	-71.023
7497	4.000	-65.765
7498	4.000	-69.040
7499	4.000	-69.372
7500	4.000	-71.569
7501	4.000	-72.883
7502	4.000	-66.070
7503	4.000	-64.592
7504	4.000	-62.979
7505	4.000	-68.072
7506	4.000	-69.346
7507	4.000	-65.736
7508	4.000	-64.389
7509	4.000	-64.598
7510	4.000	-60.202
7511	4.000	-65.484
7512	4.000	-67.809
7513	4.000	-62.595
7514	4.000	-68.632
7515	4.000	-69.381
7516	4.000	-70.044
7517	4.000	-67.046
7518	4.000	-72.663
7519	4.000	-67.249
7520	4.000	-69.286
7521	4.000	-65.114
7522	4.000	-69.416
7523	4.000	-67.667
7524	4.000	-65.074
7525	4.000	-67.488
7526	4.000	-67.427
7527	4.000	-73.037
7528	4.000	-66.662
7529	4.000	-63.749
7530	4.000	-69.638
7531	4.000	-63.248
7532	4.000	-61.507
7533	4.000	-73.795
7534	4.000	-67.867
7535	4.000	-70.461
7536	4.000	-72.671
7537	4.000	-70.682
7538	4.000	-70.373
7539	4.000	-63.763
7540	4.000	-66.570
7541	4.000	-69.161
7542	4.000	-66.485
7543	4.000	-67.736
7544	4.000	-63.218
7545	4.000	-65.213
7546	4.000	-67.993
7547	4.000	-68.085
7548	4.000	-66.731
7549	4.000	-72.934
7550	4.000	-65.929
7551	4.000	-68.715
7552	4.000	-66.731
7553	4.000	-68.660
7554	4.000	-61.874
7555	4.000	-70.943
7556	4.000	-65.885
7557	4.000	-66.035
7558	4.000	-71.441
7559	4.000	-68.913
7560	4.000	-69.980
7561	4.000	-63.922
7562	4.000	-71.814
7563	4.000	-72.707
7564	4.000	-70.026
7565	4.000	-66.421
7566	4.000	-71.014
7567	4.000	-71.011
7568	4.000	-62.499
7569	4.000	-67.883
7570	4.000	-74.847
7571	4.000	-65.289
7572	4.000	-67.102
7573	4.000	-71.302
7574	4.000	-67.542
7575	4.000	-64.283
7576	4.000	-65.537
7577	4.000	-64.349
7578	4.000	-65.126
7579	4.000	-66.659
7580	4.000	-69.931
7581	4.000	-72.912
7582	4.000	-68.105
7583	4.000	-73.958
7584	4.000	-67.460
7585	4.000	-68.489
7586	4.000	-68.883
7587	4.000	-64.257
7588	4.000	-68.792
7589	4.000	-66.626
7590	4.000	-77.672
7591	4.000	-62.735
7592	4.000	-68.715
7593	4.000	-62.641
7594	4.000	-60.866
7595	4.000	-65.483
7596	4.000	-70.138
7597	4.000	-70.359
7598	4.000	-65.678
7599	4.000	-70.360
7600	4.000	-67.430
7601	4.000	-69.553
7602	4.000	-66.213
7603	4.000	-67.596
7604	4.000	-63.781
7605	4.000	-63.918
7606	4.000	-66.799
7607	4.000	-70.599
7608	4.000	-67.754
7609	4.000	-65.447
7610	4.000	-63.445
7611	4.000	-69.064
7612	4.000	-67.849
7613	4.000	-68.076
7614	4.000	-68.637
7615	4.000	-67.653
7616	4.000	-69.273
7617	4.000	-69.757
7618	4.000	-65.066
7619	4.000	-70.031
7620	4.000	-64.041
7621	4.000	-66.356
7622	4.000	-70.141
7623	4.000	-67.511
7624	4.000	-70.255
7625	4.000	-66.333
7626	4.000	-65.833
7627	4.000	-65.864
7628	4.000	-70.271
7629	4.000	-64.916
7630	4.000	-70.303
7631	4.000	-70.313
7632	4.000	-65.444
7633	4.000	-62.415
7634	4.000	-67.497
7635	4.000	-67.653
7636	4.000	-67.012
7637	4.000	-71.673
7638	4.000	-73.617
7639	4.000	-71.803
7640	4.000	-65.837
7641	4.000	-67.900
7642	4.000	-61.763
7643	4.000	-72.110
7644	4.000	-64.409
7645	4.000	-67.859
7646	4.000	-65.583
7647	4.000	-70.577
7648	4.000	-67.524
7649	4.000	-67.784
7650	4.000	-70.406
7651	4.000	-67.899
7652	4.000	-70.970
7653	4.000	-65.860
7654	4.000	-67.188
7655	4.000	-72.597
7656	4.000	-70.177
7657	4.000	-63.700
7658	4.000	-68.087
7659	4.000	-67.162
7660	4.000	-66.441
7661	4.000	-69.136
7662	4.000	-73.427
7663	4.000	-64.758
7664	4.000	-67.707
7665	4.000	-60.277
7666	4.000	-72.051
7667	4.000	-66.935
7668	4.000	-64.483
7669	4.000	-71.822
7670	4.000	-68.296
7671	4.000	-66.584
7672	4.000	-71.336
7673	4.000	-71.953
7674	4.000	-67.146
7675	4.000	-68.265
7676	4.000	-63.500
7677	4.000	-65.950
7678	4.000	-64.662
7679	4.000	-70.162
7680	4.000	-73.028
7681	4.000	-63.410
7682	4.000	-69.198
7683	4.000	-67.356
7684	4.000	-63.016
7685	4.000	-70.759
7686	4.000	-66.817
7687	4.000	-72.580
7688	4.000	-73.165
7689	4.000	-67.946
7690	4.000	-66.916
7691	4.000	-65.933
7692	4.000	-64.005
7693	4.000	-68.190
7694	4.000	-71.670
7695	4.000	-70.488
7696	4.000	-68.809
7697	4.000	-71.810
